param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	432	5	26	344
2	2388	27	51	379
3	828	9	41	381
4	1038	12	41	362
5	696	8	26	365
6	1986	22	16	356
7	1131	13	88	404
8	417	5	76	382
9	684	8	75	388
10	885	10	45	379
11	1248	14	56	390
12	2175	24	12	344
13	750	8	46	367
14	465	5	23	344
15	1518	17	37	385
16	1923	21	73	418
17	1170	13	62	382
18	1401	16	74	410
19	1404	16	74	407
20	1812	20	53	378
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
4	15000	200	1.79961e-005	2.66374
;
param q_real:=4;
param	nth:=19;
param	nth1:=20;
param:	ARC:	D:=
1	10	13.140000
1	2	27.870001
1	4	28.110001
1	12	29.129999
1	13	32.270000
1	5	52.630001
1	9	56.459999
1	14	63.259998
1	7	66.410004
1	19	66.709999
1	16	67.190002
1	8	70.440002
1	18	74.349998
1	3	78.820000
1	6	93.709999
1	11	101.500000
1	17	105.419998
1	15	118.949997
1	20	131.259995
2	4	11.250000
2	10	23.379999
2	1	27.860001
2	9	42.750000
2	12	44.830002
2	13	59.330002
2	5	60.361000
2	14	70.889999
2	7	78.320999
2	8	79.160004
2	16	83.910004
2	19	93.769997
2	3	96.431000
2	6	100.199997
2	18	101.410004
2	11	118.220001
2	17	132.479996
2	15	146.289993
2	20	158.600006
3	7	24.490000
3	19	37.020000
3	5	40.619999
3	13	54.720001
3	18	59.740002
3	15	73.660004
3	10	77.739998
3	1	79.250000
3	17	84.790001
3	4	87.769997
3	20	88.150002
3	2	96.601997
3	12	96.779999
3	16	114.790001
3	14	125.570000
3	11	126.910004
3	8	130.449997
3	9	133.919998
3	6	156.350006
4	2	11.720000
4	10	16.180000
4	1	28.100000
4	12	48.500000
4	9	51.160999
4	5	52.290001
4	13	53.680000
4	7	70.250000
4	14	76.500000
4	8	84.769997
4	19	86.019997
4	16	87.580002
4	3	87.769997
4	18	95.760002
4	6	105.809998
4	11	121.889999
4	17	126.830002
4	15	140.639999
4	20	152.949997
5	7	21.190001
5	3	41.169998
5	13	44.340000
5	10	44.619999
5	4	52.191002
5	1	52.520000
5	19	52.910000
5	2	60.282001
5	18	74.379997
5	12	79.349998
5	9	99.540001
5	17	105.449997
5	15	107.500000
5	14	109.070000
5	16	110.589996
5	8	113.949997
5	20	121.989998
5	11	129.839996
5	6	139.850006
6	8	27.629999
6	14	32.410000
6	16	50.889999
6	12	66.349998
6	9	72.849998
6	11	85.059998
6	1	94.250000
6	2	98.949997
6	13	101.459999
6	10	104.440002
6	4	104.570000
6	18	120.839996
6	17	123.550003
6	19	133.750000
6	5	140.429993
6	7	148.929993
6	3	156.699997
6	15	161.610001
6	20	168.119995
7	5	21.139999
7	3	25.230000
7	13	50.360001
7	19	50.779999
7	10	59.980000
7	1	66.459999
7	4	70.010002
7	18	74.209999
7	2	78.732002
7	12	89.750000
7	15	93.030998
7	17	101.379997
7	20	107.521004
7	9	116.160004
7	16	118.089996
7	14	120.650002
7	8	125.529999
7	11	133.250000
7	6	151.429993
8	14	10.120000
8	16	24.719999
8	6	26.590000
8	12	42.020000
8	11	58.889999
8	9	65.800003
8	1	70.800003
8	13	75.730003
8	2	79.410004
8	10	82.320000
8	4	85.029999
8	18	94.669998
8	17	97.379997
8	19	107.849998
8	5	114.699997
8	7	123.199997
8	3	130.970001
8	15	135.440002
8	20	141.949997
9	2	42.610001
9	12	50.310001
9	4	51.070999
9	10	54.919998
9	1	56.220001
9	14	59.500000
9	8	67.769997
9	6	73.389999
9	16	85.410004
9	13	86.519997
9	5	99.129997
9	7	118.071999
9	11	119.849998
9	18	122.019997
9	19	123.129997
9	3	136.602005
9	17	143.449997
9	15	166.779999
9	20	183.800003
10	1	13.150000
10	4	16.200001
10	2	23.400000
10	13	37.720001
10	12	40.340000
10	5	44.430000
10	9	55.139999
10	7	60.130001
10	19	72.120003
10	14	74.470001
10	3	77.410004
10	16	79.419998
10	18	79.800003
10	8	82.260002
10	6	104.919998
10	17	110.870003
10	11	113.730003
10	15	124.400002
10	20	136.710007
11	16	35.709999
11	8	58.070000
11	17	60.570000
11	14	62.599998
11	18	70.949997
11	12	73.500000
11	6	84.639999
11	13	88.820000
11	19	90.760002
11	15	97.239998
11	1	101.480003
11	20	103.750000
11	10	113.720001
11	2	118.320000
11	9	120.139999
11	4	121.959999
11	3	127.260002
11	5	130.270004
11	7	133.240005
12	1	29.100000
12	14	35.480000
12	16	39.080002
12	10	40.299999
12	8	41.919998
12	13	41.930000
12	2	44.820000
12	4	48.459999
12	9	50.099998
12	6	66.480003
12	18	72.529999
12	11	73.389999
12	19	77.959999
12	5	79.169998
12	7	89.400002
12	3	96.080002
12	17	96.459999
12	15	117.290001
12	20	129.600006
13	1	32.680000
13	19	36.250000
13	10	38.049999
13	12	42.279999
13	18	42.560001
13	5	44.529999
13	7	50.340000
13	4	54.029999
13	3	54.369999
13	2	59.709999
13	16	69.459999
13	14	70.510002
13	17	73.629997
13	8	75.389999
13	9	86.769997
13	15	87.160004
13	11	88.709999
13	20	99.470001
13	6	101.239998
14	8	10.760000
14	16	27.469999
14	6	32.520000
14	12	35.500000
14	9	59.439999
14	11	62.299999
14	1	64.440002
14	13	70.690002
14	2	70.779999
14	10	74.989998
14	4	76.400002
14	18	91.300003
14	17	100.129997
14	19	102.809998
14	5	109.660004
14	7	118.160004
14	3	125.930000
14	15	138.190002
14	20	144.699997
15	20	15.820000
15	17	36.889999
15	18	48.470001
15	19	58.320000
15	3	73.250000
15	13	87.599998
15	7	92.651001
