param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	1362	15	11	331
2	1326	15	72	407
3	777	9	40	369
4	873	10	34	345
5	837	9	43	370
6	675	7	54	383
7	1326	15	54	380
8	1506	17	13	342
9	2331	26	23	380
10	2394	27	18	351
11	1071	12	29	374
12	561	6	46	373
13	1095	12	52	368
14	1110	12	39	379
15	1278	14	86	427
16	756	8	61	394
17	942	10	39	364
18	1389	15	29	348
19	777	9	58	397
20	1359	15	41	360
21	399	4	29	336
22	1440	16	28	375
23	1509	17	67	410
24	2307	26	72	419
25	1158	13	79	395
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
4	15000	200	1.79961e-005	2.66374
5	10000	150	2.2384e-005	2.66374
;
param q_real:=5;
param	nth:=20;
param	nth1:=25;
param:	ARC:	D:=
1	4	12.400000
1	17	17.240000
1	21	20.480000
1	19	57.770000
1	14	63.340000
1	11	67.551003
1	12	68.760002
1	9	69.790001
1	25	71.261002
1	10	72.029999
1	16	79.690002
1	2	80.261002
1	6	81.930000
1	23	83.570000
1	3	83.870003
1	15	85.000000
1	8	85.160004
1	13	86.580002
1	20	86.750999
1	24	87.931000
2	20	7.990000
2	7	11.960000
2	25	14.730000
2	11	15.650000
2	24	18.780001
2	22	23.100000
2	15	27.660000
2	23	28.020000
2	5	29.510000
2	3	31.730000
2	6	33.040001
2	18	34.200001
2	12	36.349998
2	16	39.020000
2	14	42.119999
2	8	66.592003
2	13	67.550003
2	9	71.250000
2	17	73.911003
2	1	80.390999
3	15	4.200000
3	23	5.910000
3	5	8.020000
3	16	8.780000
3	18	11.320000
3	22	11.720000
3	24	16.950001
3	12	16.959999
3	14	22.110001
3	25	23.639999
3	11	24.860001
3	2	31.590000
3	7	32.590000
3	20	36.000000
3	13	39.900002
3	9	46.730000
3	6	64.629997
3	17	77.051003
3	1	83.530998
3	4	90.809998
4	1	12.370000
4	21	27.010000
4	17	28.799999
4	19	69.330002
4	14	70.320000
4	11	72.220001
4	12	75.739998
4	25	75.930000
4	8	76.169998
4	6	78.650002
4	9	81.349998
4	2	83.349998
4	10	83.589996
4	16	86.669998
4	20	90.010002
4	23	90.550003
4	3	90.849998
4	15	91.980003
4	24	92.599998
4	22	94.139999
5	15	4.940000
5	18	5.530000
5	23	6.910000
5	3	7.980000
5	22	8.150000
5	24	14.020000
5	16	15.810000
5	12	23.410000
5	25	26.000000
5	11	27.889999
5	14	29.139999
5	2	29.559999
5	7	30.290001
5	20	33.970001
5	13	45.650002
5	9	53.759998
5	6	62.599998
5	17	83.000999
5	1	89.481003
5	8	94.181999
6	2	32.580002
6	20	32.759998
6	8	35.900002
6	7	38.400002
6	11	40.709999
6	25	42.619999
6	24	51.369999
6	22	55.689999
6	15	60.250000
6	23	60.610001
6	5	62.099998
6	12	62.860001
6	3	64.320000
6	18	66.790001
6	14	68.629997
6	16	68.860001
6	4	78.480003
6	1	81.180000
6	17	85.199997
6	13	93.250000
7	20	7.190000
7	2	12.060000
7	24	17.730000
7	25	20.180000
7	22	23.480000
7	11	23.990000
7	15	28.040001
7	23	28.730000
7	5	29.889999
7	3	32.110001
7	18	34.160000
7	6	39.029999
7	16	39.939999
7	12	40.240002
7	14	46.009998
7	13	71.059998
7	8	72.582001
7	9	75.139999
7	17	84.100998
7	1	90.581001
8	6	36.099998
8	2	66.550003
8	11	67.019997
8	20	67.260002
8	25	68.930000
8	7	72.570000
8	4	76.160004
8	24	83.669998
8	1	84.650002
8	22	87.989998
8	12	88.290001
8	17	88.669998
8	23	88.870003
8	15	90.529999
8	3	91.290001
8	14	92.699997
8	5	94.400002
8	16	95.169998
8	21	96.949997
8	18	99.089996
9	13	19.360001
9	12	35.119999
9	14	36.200001
9	16	39.910000
9	3	46.750000
9	15	50.000000
9	23	51.320000
9	18	52.849998
9	5	53.820000
9	10	55.919998
9	17	57.290001
9	22	57.520000
9	11	57.930000
9	25	58.619999
9	19	60.060001
9	24	62.750000
9	1	69.790001
9	2	71.070000
9	7	75.160004
9	20	75.480003
10	19	23.430000
10	9	55.900002
10	17	60.139999
10	1	72.639999
10	13	72.830002
10	4	83.339996
10	14	87.940002
10	12	88.589996
10	21	90.849998
10	16	93.379997
10	3	100.220001
10	15	103.470001
10	23	104.790001
10	18	106.320000
10	5	107.290001
10	11	110.000000
10	22	110.989998
10	25	112.089996
10	24	116.220001
10	2	124.540001
11	25	4.270000
11	2	15.140000
11	24	20.940001
11	20	21.629999
11	23	22.070000
11	12	22.370001
11	22	22.480000
11	15	23.730000
11	7	23.920000
11	3	24.490000
11	5	27.690001
11	14	28.139999
11	16	28.370001
11	18	32.810001
11	6	40.810001
11	13	52.759998
11	9	57.270000
11	17	60.951000
11	8	66.842003
11	1	67.441002
12	14	6.150000
12	16	12.820000
12	23	17.129999
12	3	17.260000
12	15	18.559999
12	11	23.260000
12	5	23.410000
12	25	23.950001
12	22	24.209999
12	18	27.420000
12	24	29.440001
12	13	31.600000
12	9	35.279999
12	2	36.400002
12	7	40.490002
12	20	40.810001
12	17	61.761002
12	6	63.520000
12	1	68.240997
12	4	75.519997
13	9	19.670000
13	12	31.719999
13	14	32.799999
13	16	33.400002
13	3	40.240002
13	15	43.490002
13	18	43.799999
13	23	44.810001
13	5	45.880001
13	22	51.009998
13	11	52.790001
13	25	53.990002
13	24	56.240002
13	2	66.440002
13	7	70.529999
13	20	70.849998
13	10	72.919998
13	17	74.160004
13	19	77.269997
13	1	86.660004
14	12	6.330000
14	16	17.260000
14	3	22.240000
14	23	23.010000
14	15	24.440001
14	11	29.139999
14	5	29.290001
14	25	29.830000
14	22	30.090000
14	18	32.380001
14	13	32.509998
14	24	35.320000
14	9	36.189999
14	2	42.279999
14	7	46.369999
14	20	46.689999
14	17	56.521000
14	1	63.000999
14	6	69.400002
14	4	70.279999
15	23	1.970000
15	3	4.190000
15	5	4.910000
15	22	7.550000
15	18	10.040000
15	16	12.020000
15	24	12.780000
15	12	18.590000
15	25	22.790001
15	11	24.010000
15	14	24.360001
15	2	27.420000
15	7	28.420000
15	20	31.830000
15	13	43.139999
15	9	49.970001
15	6	60.459999
15	17	78.181000
15	1	84.661003
15	8	90.302002
16	3	8.670000
16	15	11.920000
16	12	12.510000
16	23	13.240000
16	5	15.740000
16	14	16.980000
16	18	18.490000
16	22	19.440001
16	24	24.670000
16	25	28.000000
16	11	28.629999
16	13	33.250000
16	2	38.919998
16	9	40.080002
16	7	40.310001
16	20	43.330002
16	6	68.889999
16	17	72.591003
16	1	79.070999
16	4	86.349998
17	1	17.459999
17	4	28.160000
17	21	37.490002
17	19	45.630001
17	14	57.169998
17	9	57.650002
17	10	59.889999
17	11	61.381001
17	12	62.590000
17	25	65.091003
17	16	73.519997
17	2	74.091003
17	13	74.440002
17	23	77.400002
17	3	77.699997
17	15	78.830002
17	20	80.581001
17	24	81.761002
17	22	82.530998
17	5	83.680000
18	5	5.540000
18	15	10.070000
18	3	11.320000
18	23	12.040000
18	22	12.470000
18	24	18.059999
18	16	18.549999
18	12	27.190001
18	25	31.129999
18	14	32.340000
18	11	33.020000
18	7	34.180000
18	2	34.259998
18	20	37.810001
18	13	43.900002
18	9	53.220001
18	6	67.300003
18	17	87.100998
18	1	93.581001
18	8	99.052002
19	10	23.370001
19	17	46.419998
19	1	58.919998
19	9	60.060001
19	4	69.620003
19	13	76.989998
19	21	77.129997
19	14	79.730003
19	12	84.870003
19	16	95.680000
19	3	100.779999
19	23	101.550003
19	11	102.320000
19	15	102.980003
19	25	105.150002
19	5	109.040001
19	22	109.839996
19	18	110.480003
19	24	115.070000
19	2	117.309998
20	7	7.090000
20	2	8.000000
20	25	20.719999
20	24	21.719999
20	11	22.059999
20	22	27.469999
20	15	32.029999
20	23	32.450001
20	6	32.860001
20	5	33.880001
20	3	36.099998
20	18	38.150002
20	12	40.779999
20	16	43.450001
20	14	46.549999
20	8	66.862000
20	13	71.980003
20	9	75.680000
20	17	80.320999
20	1	86.801003
21	1	20.379999
21	4	27.010000
21	17	37.619999
21	19	76.230003
21	14	83.720001
21	11	87.931000
21	9	88.250000
21	12	89.139999
21	10	90.489998
21	25	91.640999
21	8	96.949997
21	16	100.070000
21	2	100.640999
21	6	101.800003
21	23	103.949997
21	3	104.250000
21	13	105.040001
21	15	105.379997
21	20	107.130997
21	24	108.310997
22	24	6.650000
22	15	7.590000
22	5	8.150000
22	23	8.280000
22	3	11.660000
22	18	12.410000
22	16	19.490000
22	25	20.209999
22	11	22.840000
22	2	23.040001
22	7	23.770000
22	12	24.180000
22	20	27.450001
22	14	29.950001
22	13	50.610001
22	6	56.080002
22	9	57.439999
22	17	82.380997
22	8	87.832001
22	1	88.861000
23	15	2.020000
23	3	5.870000
23	5	6.930000
23	22	8.370000
23	18	12.060000
23	16	13.270000
23	24	13.600000
23	12	17.200001
23	25	21.180000
23	11	22.400000
23	14	22.969999
23	2	27.920000
23	7	29.240000
23	20	32.330002
23	13	44.389999
23	9	51.220001
23	6	60.959999
23	17	76.791000
23	1	83.271004
23	8	88.692001
24	22	6.700000
24	15	12.720000
24	23	13.410000
24	5	14.020000
24	3	16.790001
24	7	18.040001
24	18	18.120001
24	25	18.620001
24	2	18.740000
24	11	21.250000
24	20	21.719999
24	16	24.620001
24	12	29.309999
24	14	35.080002
24	6	51.779999
24	13	55.740002
24	9	62.570000
24	17	81.361000
24	8	83.531998
24	1	87.841003
25	11	4.590000
25	2	14.150000
25	24	18.700001
25	22	20.240000
25	7	20.410000
25	20	20.639999
25	23	21.230000
25	15	22.889999
25	3	23.650000
25	12	23.920000
25	5	26.129999
25	16	28.100000
25	14	29.690001
25	18	31.340000
25	6	42.689999
25	13	55.000000
25	9	58.820000
25	17	64.700996
25	8	68.722000
25	1	71.181000
11	4	72.180000
25	4	75.919998
9	4	80.489998
2	4	83.320000
20	4	89.980003
23	4	90.550003
15	4	91.940002
24	4	92.580002
22	4	94.169998
1	5	89.849998
17	6	85.820000
13	6	93.050003
17	7	84.740997
1	7	90.911003
12	8	88.902000
17	8	89.050003
3	8	91.152000
14	8	92.550003
16	8	94.302002
14	10	87.652000
12	10	88.739998
16	10	93.540001
3	10	100.190002
15	10	103.430000
23	10	104.680000
18	10	106.680000
5	10	107.220001
11	10	109.570000
22	10	110.900002
25	10	112.279999
24	10	116.029999
2	10	124.709999
17	18	87.750000
1	18	93.919998
14	19	79.553001
12	19	84.703003
16	19	95.373001
3	19	100.663002
23	19	101.523003
11	19	101.792999
15	19	102.913002
25	19	105.042999
5	19	109.064003
22	19	109.874001
18	19	110.820000
24	19	115.003998
2	19	117.773003
14	21	82.981003
11	21	87.411003
9	21	88.000000
12	21	88.221001
25	21	91.161003
16	21	99.051003
2	21	100.371002
6	21	101.160004
23	21	103.250999
3	21	103.511002
13	21	104.870003
15	21	104.640999
20	21	106.780998
24	21	107.820999
1	22	88.700996
0	17	13.160000
0	1	13.910000
0	21	25.490000
0	4	26.010000
0	19	51.230000
0	9	63.250000
0	10	65.489998
0	14	68.730003
0	11	72.941002
0	12	74.120003
0	25	76.651001
0	13	80.040001
0	16	84.930000
0	2	85.651001
0	23	88.959999
0	3	89.260002
0	15	90.389999
0	20	92.140999
0	24	93.320999
0	6	93.900002
0	22	94.091003
0	5	95.239998
0	7	96.301003
0	8	97.129997
0	18	99.309998
17	0	12.860000
1	0	13.890000
21	0	25.590000
4	0	25.990000
19	0	51.720001
9	0	62.590000
10	0	65.440002
14	0	68.190002
11	0	72.911003
12	0	73.339996
25	0	76.661003
13	0	79.459999
16	0	84.010002
2	0	85.871002
23	0	88.750999
3	0	89.011002
15	0	90.140999
20	0	92.280998
6	0	93.269997
24	0	93.320999
22	0	94.341003
5	0	94.960999
7	0	96.060997
8	0	96.739998
18	0	99.060997
;
param:	v:=
1	4	1	94
1	4	2	56
1	4	3	29
1	4	4	51
1	4	5	99
1	17	1	89
1	17	2	31
1	17	3	13
1	17	4	48
1	17	5	70
1	21	1	75
1	21	2	47
1	21	3	15
1	21	4	48
1	21	5	93
1	19	1	84
1	19	2	35
1	19	3	30
1	19	4	47
1	19	5	89
1	14	1	76
1	14	2	55
1	14	3	20
1	14	4	54
1	14	5	71
1	11	1	94
1	11	2	31
1	11	3	28
1	11	4	38
1	11	5	73
1	12	1	88
1	12	2	48
1	12	3	29
1	12	4	41
1	12	5	79
1	9	1	99
1	9	2	37
1	9	3	30
1	9	4	57
1	9	5	92
1	25	1	73
1	25	2	38
1	25	3	19
1	25	4	32
1	25	5	94
1	10	1	84
1	10	2	48
1	10	3	13
1	10	4	30
1	10	5	81
1	16	1	77
1	16	2	36
1	16	3	26
1	16	4	39
1	16	5	93
1	2	1	79
1	2	2	42
1	2	3	11
1	2	4	59
1	2	5	76
1	6	1	97
1	6	2	38
1	6	3	11
1	6	4	36
1	6	5	88
1	23	1	87
1	23	2	36
1	23	3	29
1	23	4	50
1	23	5	96
1	3	1	93
1	3	2	36
1	3	3	22
1	3	4	37
1	3	5	88
1	15	1	82
1	15	2	40
1	15	3	14
1	15	4	45
1	15	5	98
1	8	1	93
