param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	1965	22	60	386
2	648	7	71	399
3	1464	16	90	437
4	849	9	69	401
5	2130	24	76	404
6	1344	15	33	357
7	1740	19	67	401
8	1908	21	27	358
9	2064	23	84	408
10	1743	19	83	420
11	1686	19	76	408
12	2403	27	44	399
13	2427	27	48	402
14	876	10	81	416
15	2010	22	74	414
16	1371	15	26	349
17	756	8	17	343
18	1809	20	59	379
19	1566	17	69	400
20	1095	12	41	360
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
4	15000	200	1.79961e-005	2.66374
5	10000	150	2.2384e-005	2.66374
;
param q_real:=4;
param	nth:=19;
param	nth1:=20;
param:	ARC:	D:=
1	12	16.490000
1	17	23.860001
1	7	29.440001
1	9	38.070000
1	14	41.389999
1	15	43.630001
1	3	45.540001
1	19	49.660000
1	10	51.349998
1	11	51.419998
1	2	52.189999
1	16	54.459999
1	20	60.299999
1	6	63.889999
1	8	78.339996
1	13	94.070000
1	18	94.430000
1	5	103.059998
1	4	113.980003
2	15	12.340000
2	10	14.590000
2	17	28.879999
2	7	33.619999
2	8	38.360001
2	12	51.709999
2	1	51.980000
2	16	61.950001
2	14	62.599998
2	13	65.120003
2	9	66.620003
2	19	84.040001
2	11	85.470001
2	3	90.500000
2	6	97.470001
2	20	98.309998
2	5	109.559998
2	4	139.431000
2	18	141.970001
3	19	34.520000
3	11	35.000000
3	20	39.500000
3	9	41.959999
3	1	45.820000
3	12	47.259998
3	6	47.720001
3	14	48.150002
3	18	51.639999
3	17	62.459999
3	16	64.279999
3	7	67.599998
3	15	82.230003
3	10	88.849998
3	2	91.029999
3	4	96.449997
3	5	100.129997
3	13	108.660004
3	8	117.230003
4	6	51.680000
4	20	59.860001
4	11	65.089996
4	5	67.150002
4	19	69.589996
4	9	78.861000
4	14	82.401001
4	16	93.931000
4	3	96.550003
4	18	109.550003
4	1	114.470001
4	13	119.070000
4	17	122.621002
4	12	127.879997
4	10	130.080994
4	7	133.610992
4	2	139.490997
4	15	140.210999
4	8	181.791000
5	13	60.099998
5	6	60.681000
5	14	63.130001
5	9	65.680000
5	4	67.120003
5	11	67.950996
5	16	70.089996
5	20	71.521004
5	19	71.629997
5	10	97.730003
5	3	99.830002
5	1	103.160004
5	17	105.209999
5	2	109.470001
5	12	115.620003
5	15	115.919998
5	7	116.760002
5	18	133.421005
5	8	139.610001
6	11	13.700000
6	20	13.880000
6	19	18.200001
6	9	32.660000
6	14	37.090000
6	3	47.599998
6	4	51.849998
6	16	52.400002
6	5	61.471001
6	1	63.290001
6	17	72.060997
6	18	76.309998
6	12	76.489998
6	7	82.221001
6	10	88.540001
6	13	90.230003
6	15	91.911003
6	2	97.220001
6	8	128.410995
7	17	15.100000
7	12	22.450001
7	15	22.530001
7	1	29.420000
7	2	34.700001
7	10	38.400002
7	8	52.790001
7	14	54.580002
7	9	55.521000
7	16	61.070000
7	3	68.309998
7	19	68.431000
7	11	69.861000
7	20	81.459999
7	6	81.861000
7	13	88.519997
7	18	116.529999
7	5	116.709999
7	4	131.951004
8	15	37.011002
8	2	37.980999
8	10	49.320000
8	7	52.349998
8	17	56.660999
8	12	74.459999
8	1	77.981003
8	13	89.971001
8	14	96.850998
8	16	97.560997
8	9	98.960999
8	19	114.622002
8	11	116.052002
8	3	116.700996
8	6	128.052002
8	20	128.570999
8	5	139.880005
8	4	181.921997
8	18	411.462006
9	14	8.110000
9	19	20.270000
9	11	20.820000
9	16	24.309999
9	6	32.669998
9	20	34.430000
9	1	38.290001
9	3	41.919998
9	17	44.410000
9	12	50.750000
9	7	55.959999
9	10	59.040001
9	15	62.980000
9	5	65.750000
9	2	66.750000
9	13	68.690002
9	4	77.931000
9	18	88.529999
9	8	99.720001
10	2	14.620000
10	15	21.180000
10	17	29.240000
10	7	37.419998
10	8	49.230000
10	1	51.509998
10	16	52.410000
10	14	53.060001
10	12	53.430000
10	13	55.950001
10	9	58.730000
10	19	76.150002
10	11	76.760002
10	3	88.449997
10	6	88.580002
10	20	90.339996
10	5	97.860001
10	4	129.891006
10	18	139.210007
11	19	4.750000
11	6	14.000000
11	20	14.540000
11	9	21.190001
11	14	25.620001
11	3	34.709999
11	16	40.930000
11	1	51.240002
11	17	60.931000
11	12	64.589996
11	4	65.570000
11	5	68.630997
11	7	71.091003
11	18	71.279999
11	10	77.070000
11	15	80.780998
11	13	81.320000
11	2	86.010002
11	8	117.280998
12	1	16.490000
12	7	22.730000
12	17	24.780001
12	15	42.889999
12	3	47.810001
12	9	50.720001
12	2	51.450001
12	10	52.880001
12	14	53.810001
12	19	63.009998
12	16	63.419998
12	11	64.769997
12	20	73.650002
12	8	74.580002
12	6	77.089996
12	18	95.980003
12	13	101.660004
12	5	115.709999
12	4	127.180000
13	16	53.040001
13	10	55.619999
13	5	59.119999
13	14	61.250000
13	2	65.300003
13	9	68.730003
13	15	73.870003
13	17	77.430000
13	11	81.000000
13	19	81.870003
13	7	87.309998
13	8	90.140999
13	6	90.440002
13	1	94.209999
13	20	94.309998
13	12	101.620003
13	3	108.629997
13	4	118.739998
13	18	151.050003
14	9	8.190000
14	16	16.889999
14	11	25.090000
14	19	25.959999
14	6	36.910000
14	20	38.669998
14	1	41.360001
14	17	43.240002
14	3	48.160000
14	10	53.029999
14	12	53.799999
14	7	54.790001
14	15	60.520000
14	13	61.270000
14	2	62.439999
14	5	63.130001
14	4	81.240997
14	18	95.080002
14	8	97.510002
15	2	12.420000
15	17	20.410000
15	10	21.230000
15	7	21.549999
15	8	37.139999
15	12	43.150002
15	1	43.509998
15	14	60.430000
15	9	62.540001
15	16	62.580002
15	13	74.239998
15	19	78.371002
15	11	79.801003
15	3	81.879997
15	6	91.801003
15	20	92.220001
15	5	116.190002
15	18	133.350006
15	4	140.061005
16	14	16.889999
16	9	24.370001
16	11	40.590000
16	19	41.459999
16	17	48.869999
16	10	52.380001
16	6	52.410000
16	13	53.029999
16	20	54.169998
16	1	54.560001
16	7	61.520000
16	2	61.790001
16	15	62.509998
16	12	63.430000
16	3	64.269997
16	5	70.160004
16	4	93.721001
16	8	97.690002
16	18	110.580002
17	7	14.760000
17	15	20.180000
17	1	24.120001
17	12	25.389999
17	10	28.730000
17	2	28.740000
17	14	42.959999
17	9	43.959999
17	16	48.750000
17	8	56.540001
17	19	58.651001
17	11	60.081001
17	3	62.490002
17	20	72.029999
17	6	72.081001
17	13	77.800003
17	5	105.089996
17	18	111.559998
17	4	121.301003
18	3	51.639999
18	20	64.360001
18	19	70.959999
18	11	71.440002
18	6	76.389999
18	9	88.129997
18	1	94.510002
18	14	95.010002
18	12	95.680000
18	4	109.680000
18	16	110.400002
18	17	112.120003
18	7	116.860001
18	5	133.570999
18	15	133.690002
18	10	139.600006
18	2	142.490005
18	13	152.389999
18	8	187.561005
19	11	4.750000
19	20	16.410000
19	6	18.110001
19	9	20.520000
19	14	25.950001
19	3	34.360001
19	16	41.259998
19	1	49.549999
19	17	58.901001
19	12	62.900002
19	7	69.060997
19	4	69.680000
19	18	70.930000
19	5	71.629997
19	10	76.349998
19	15	78.750999
19	13	81.650002
19	2	84.059998
19	8	115.250999
20	6	13.870000
20	11	14.310000
20	19	16.639999
20	9	34.360001
20	14	38.790001
20	3	39.610001
20	16	54.099998
20	4	60.070000
20	1	60.200001
20	18	64.349998
20	5	71.371002
20	17	71.989998
20	12	73.550003
20	7	81.769997
20	10	90.239998
20	15	92.250000
20	13	94.349998
20	2	98.550003
20	8	129.059998
0	3	22.790001
0	9	24.520000
0	1	27.750000
0	14	29.770000
0	19	30.830000
0	11	31.309999
