param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	855	9	79	408
2	2343	26	69	411
3	564	6	76	390
4	1959	22	88	414
5	1494	17	52	387
6	1617	18	83	429
7	621	7	71	406
8	996	11	86	428
9	1410	16	18	354
10	576	6	15	345
11	885	10	65	388
12	2106	23	58	392
13	1251	14	36	361
14	1206	13	85	412
15	2337	26	33	361
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
;
param q_real:=3;
param	nth:=14;
param	nth1:=15;
param:	ARC:	D:=
1	13	19.330000
1	7	33.020000
1	5	45.730000
1	6	54.090000
1	12	57.650002
1	10	60.970001
1	2	67.089996
1	11	69.430000
1	14	72.250000
1	9	75.870003
1	15	77.269997
1	4	85.690002
1	8	88.620003
1	3	97.130997
2	7	46.910000
2	10	53.880001
2	6	59.500000
2	5	65.550003
2	1	67.180000
2	12	71.430000
2	11	74.300003
2	13	74.320000
2	15	78.879997
2	14	88.250000
2	8	92.449997
2	9	109.160004
2	3	113.110001
2	4	117.669998
3	8	28.340000
3	14	28.930000
3	15	35.610001
3	11	40.230000
3	4	43.070000
3	9	45.930000
3	12	45.941002
3	5	57.591000
3	6	58.650002
3	10	64.470001
3	1	98.070999
3	2	113.489998
3	13	115.950996
3	7	118.030998
4	9	10.930000
4	14	41.500999
4	3	42.430000
4	12	49.740002
4	5	53.130001
4	8	54.261002
4	11	55.311001
4	15	57.441002
4	6	61.299999
4	10	71.099998
4	1	85.160004
4	13	98.480003
4	7	112.150002
4	2	117.629997
5	6	11.860000
5	12	12.950000
5	10	22.510000
5	11	25.090000
5	14	28.680000
5	15	32.930000
5	8	44.279999
5	9	44.610001
5	1	45.840000
5	4	53.119999
5	3	55.811001
5	13	63.709999
5	7	64.330002
5	2	65.660004
6	10	11.110000
6	5	11.860000
6	12	13.880000
6	11	22.270000
6	15	30.290001
6	14	30.700001
6	8	41.639999
6	9	53.400002
6	1	54.049999
6	3	57.831001
6	2	59.650002
6	4	61.509998
6	7	63.070000
6	13	70.129997
7	13	29.730000
7	1	32.810001
7	2	46.610001
7	10	62.029999
7	6	62.599998
7	5	63.939999
7	12	73.699997
7	11	83.310997
7	14	90.519997
7	15	91.331001
7	8	102.681000
7	9	103.290001
7	4	111.800003
7	3	116.871002
8	15	16.010000
8	11	21.190001
8	14	22.850000
8	3	28.490000
8	12	32.320000
8	6	41.590000
8	5	44.580002
8	10	46.509998
8	4	54.611000
8	9	54.880001
8	1	88.839996
8	2	92.550003
8	7	103.210999
8	13	106.709999
9	4	10.890000
9	14	40.160000
9	12	41.509998
9	5	44.570000
9	3	45.740002
9	11	50.070000
9	6	53.070000
9	8	54.820000
9	15	56.099998
9	10	62.869999
9	1	75.089996
9	13	88.410004
9	7	103.589996
9	2	109.070000
10	6	11.050000
10	5	22.230000
10	12	22.410000
10	11	27.160000
10	15	32.900002
10	14	38.610001
10	8	46.750000
10	2	53.830002
10	1	60.860001
10	7	62.410000
10	9	63.220001
10	3	64.269997
10	4	71.330002
10	13	74.860001
11	15	9.240000
11	12	13.360000
11	14	17.080000
11	8	21.370001
11	6	22.889999
11	5	25.620001
11	10	26.969999
11	3	40.119999
11	9	50.930000
11	4	55.931000
11	1	69.879997
11	2	74.209999
11	7	84.591003
11	13	87.750000
12	5	12.820000
12	11	13.280000
12	6	13.940000
12	14	17.379999
12	15	21.120001
12	10	22.330000
12	8	32.470001
12	9	41.599998
12	3	44.511002
12	4	49.709999
12	1	57.439999
12	2	71.830002
12	7	74.470001
12	13	75.309998
13	1	19.340000
13	7	29.809999
13	5	63.700001
13	6	70.190002
13	2	74.739998
13	10	75.129997
13	12	75.620003
13	11	87.400002
13	9	88.360001
13	14	90.220001
13	15	95.239998
13	4	98.180000
13	8	106.589996
13	3	115.100998
14	11	16.150000
14	12	17.290001
14	15	21.950001
14	8	23.160000
14	3	28.320000
14	5	28.940001
14	6	30.740000
14	10	38.220001
14	9	40.270000
14	4	41.311001
14	1	72.150002
14	2	88.629997
14	13	90.019997
14	7	90.940002
15	11	8.760000
15	8	15.840000
15	12	20.730000
15	14	21.940001
15	6	30.000000
15	10	32.869999
15	5	32.990002
15	3	35.130001
15	9	56.200001
15	4	57.241001
15	1	77.250000
15	2	78.820000
15	7	91.621002
15	13	95.120003
0	11	30.799999
0	10	30.820000
0	15	33.490002
0	6	33.650002
0	12	37.860001
0	5	44.709999
0	8	45.529999
0	14	47.410000
0	2	50.540001
0	3	67.720001
0	9	78.470001
0	7	84.410004
0	1	86.040001
0	4	86.261002
0	13	99.629997
11	0	30.590000
10	0	30.740000
6	0	33.459999
15	0	33.490002
12	0	37.919998
5	0	44.599998
