param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	1458	16	77	411
2	879	10	44	381
3	1422	16	46	366
4	2481	28	66	405
5	1938	22	66	403
6	651	7	78	397
7	2379	26	38	387
8	1473	16	78	406
9	2289	25	43	390
10	399	4	69	392
11	591	7	50	362
12	399	4	19	349
13	2178	24	62	401
14	513	6	27	356
15	732	8	83	391
16	795	9	16	339
17	2166	24	79	412
18	2082	23	36	362
19	1233	14	81	410
20	1098	12	88	421
21	1257	14	80	414
22	2484	28	76	425
23	990	11	13	344
24	1155	13	53	375
25	531	6	57	391
26	375	4	24	349
27	987	11	69	389
28	714	8	29	339
29	807	9	60	394
30	324	4	60	367
31	1725	19	18	356
32	858	10	35	363
33	1422	16	43	359
34	498	6	66	375
35	1194	13	12	349
36	1110	12	52	388
37	597	7	25	334
38	810	9	39	356
39	2001	22	36	362
40	1779	20	27	374
41	582	6	59	380
42	1818	20	24	376
43	1548	17	57	385
44	384	4	82	393
45	1074	12	84	411
46	1860	21	65	396
47	2310	26	68	398
48	840	9	81	397
49	495	5	28	358
50	2208	25	14	347
51	1479	16	37	370
52	1452	16	19	337
53	1200	13	25	366
54	1413	16	12	335
55	2022	22	81	430
56	1992	22	28	359
57	819	9	38	361
58	1038	12	57	386
59	1212	13	58	394
60	588	7	56	389
61	1719	19	67	392
62	1650	18	65	397
63	945	10	28	341
64	720	8	81	399
65	2445	27	41	376
66	1362	15	22	363
67	819	9	34	363
68	2031	23	22	372
69	1476	16	50	367
70	2121	24	74	430
71	1065	12	32	346
72	2046	23	18	364
73	2202	24	47	392
74	933	10	17	332
75	1440	16	34	351
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
4	15000	200	1.79961e-005	2.66374
5	10000	150	2.2384e-005	2.66374
6	15000	200	1.79961e-005	2.66374
7	10000	150	2.2384e-005	2.66374
8	15000	200	1.79961e-005	2.66374
9	10000	150	2.2384e-005	2.66374
10	15000	200	1.79961e-005	2.66374
11	10000	150	2.2384e-005	2.66374
12	15000	200	1.79961e-005	2.66374
13	10000	150	2.2384e-005	2.66374
14	15000	200	1.79961e-005	2.66374
15	10000	150	2.2384e-005	2.66374
;
param q_real:=15;
param	nth:=20;
param	nth1:=75;
param:	ARC:	D:=
1	36	5.360000
1	24	6.900000
1	47	11.010000
1	41	13.490000
1	65	14.960000
1	42	15.940000
1	20	20.330000
1	3	20.760000
1	40	24.000000
1	7	25.770000
1	33	26.379999
1	30	28.080000
1	37	31.379999
1	28	31.950001
1	50	33.259998
1	49	36.709999
1	32	36.950001
1	39	38.720001
1	23	39.160000
1	68	45.310001
2	70	11.060000
2	56	12.420000
2	57	17.760000
2	10	24.290001
2	35	26.170000
2	74	38.472000
2	6	40.509998
2	19	41.320000
2	73	42.782001
2	43	42.950001
2	31	45.520000
2	21	47.180000
2	5	56.240002
2	53	56.849998
2	44	59.369999
2	34	59.681999
2	27	60.902000
2	3	77.849998
2	64	78.750000
2	61	79.889999
3	24	14.540000
3	40	19.480000
3	1	21.080000
3	42	22.530001
3	37	23.570000
3	36	25.250000
3	32	28.860001
3	20	30.250000
3	47	30.549999
3	65	32.660000
3	41	32.720001
3	43	35.270000
3	61	37.710999
3	44	38.029999
3	31	38.759998
3	7	42.660000
3	33	43.270000
3	30	47.310001
3	39	49.959999
3	28	51.490002
4	54	0.000000
4	55	11.250000
4	69	13.530000
4	67	15.370000
4	48	16.860001
4	13	27.860001
4	34	31.350000
4	72	31.709999
4	64	35.250000
4	11	36.959999
4	38	40.799999
4	27	41.590000
4	52	45.860001
4	53	48.419998
4	73	50.869999
4	5	51.610001
4	74	53.169998
4	63	54.930000
4	6	55.330002
4	25	56.881001
5	53	7.010000
5	27	12.020000
5	19	15.560000
5	6	21.920000
5	73	25.059999
5	34	25.639999
5	74	26.440001
5	10	33.080002
5	71	38.400002
5	31	39.450001
5	25	40.349998
5	72	41.509998
5	61	43.090000
5	55	43.439999
5	44	43.919998
5	16	45.790001
5	38	46.480000
5	56	47.660000
5	48	50.419998
5	57	51.119999
6	19	7.320000
6	74	8.630000
6	73	10.240000
6	10	17.190001
6	53	18.559999
6	5	22.000000
6	27	22.360001
6	34	24.160000
6	31	32.570000
6	35	34.180000
6	57	35.230000
6	44	37.040001
6	56	37.910000
6	2	40.520000
6	70	49.492001
6	55	50.070000
6	48	51.709999
6	61	52.299999
6	43	53.060001
6	64	53.869999
7	33	2.910000
7	65	11.870000
7	30	12.450000
7	41	13.070000
7	50	13.570000
