param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	2073	23	90	415
2	2076	23	40	389
3	570	6	51	362
4	1839	20	39	377
5	1584	18	17	337
6	1125	12	78	394
7	2154	24	69	395
8	609	7	81	387
9	1242	14	52	381
10	504	6	57	379
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
;
param q_real:=2;
param	nth:=9;
param	nth1:=10;
param:	ARC:	D:=
1	3	13.870000
1	6	16.180000
1	8	38.189999
1	5	71.470001
1	2	91.070000
1	7	94.529999
1	10	100.559998
1	9	118.809998
1	4	119.639999
2	10	24.420000
2	5	50.830002
2	8	64.029999
2	6	76.639999
2	3	77.879997
2	1	90.610001
2	7	112.551003
2	4	137.201004
2	9	150.100006
3	6	2.790000
3	1	14.050000
3	8	24.900000
3	5	64.510002
3	2	78.430000
3	7	81.239998
3	10	87.919998
3	9	105.519997
3	4	106.349998
4	7	25.360001
4	9	30.389999
4	8	84.260002
4	6	103.370003
4	3	106.110001
4	1	119.449997
4	10	136.070999
4	2	137.660004
4	5	150.352005
5	2	50.830002
5	3	64.279999
5	6	65.709999
5	8	65.750999
5	1	71.379997
5	10	72.480003
5	7	126.681999
5	9	151.942001
5	4	152.192001
6	3	2.760000
6	1	16.330000
6	8	22.129999
6	5	65.709999
6	2	77.150002
6	7	78.470001
6	10	86.639999
6	9	102.750000
6	4	103.580002
7	4	25.110001
7	9	35.160000
7	8	58.900002
7	6	78.010002
7	3	80.750000
7	1	94.089996
7	10	111.030998
7	2	112.620003
7	5	124.382004
8	6	22.070000
8	3	24.809999
8	1	38.150002
8	7	59.150002
8	2	64.239998
8	5	66.141998
8	10	72.879997
8	4	84.260002
8	9	85.279999
9	4	30.410000
9	7	34.990002
9	8	85.169998
9	6	102.400002
9	3	105.139999
9	1	118.480003
9	2	149.429993
9	5	150.832001
9	10	150.871002
10	2	24.610001
10	5	72.820000
10	8	72.849998
10	6	86.309998
10	3	87.550003
10	1	100.279999
10	7	110.921997
10	4	135.572006
10	9	149.781998
0	8	13.500000
0	6	32.099998
0	3	34.410000
0	1	47.930000
0	2	50.630001
0	5	58.520000
0	10	59.270000
0	7	70.769997
0	4	94.779999
0	9	96.959999
8	0	13.610000
6	0	32.099998
3	0	34.439999
1	0	47.799999
2	0	50.529999
5	0	58.261002
10	0	59.349998
7	0	70.559998
4	0	94.980003
9	0	96.860001
;
param:	v:=
1	3	1	79
1	3	2	40
1	3	3	21
1	3	4	55
1	3	5	86
1	6	1	87
1	6	2	41
1	6	3	28
1	6	4	50
1	6	5	73
1	8	1	81
1	8	2	56
1	8	3	25
1	8	4	44
1	8	5	81
1	5	1	99
1	5	2	52
1	5	3	19
1	5	4	43
1	5	5	98
1	2	1	98
1	2	2	33
1	2	3	15
1	2	4	51
1	2	5	84
1	7	1	85
1	7	2	33
1	7	3	15
1	7	4	46
1	7	5	94
1	10	1	84
1	10	2	55
1	10	3	13
1	10	4	30
1	10	5	73
1	9	1	83
1	9	2	48
1	9	3	17
1	9	4	49
1	9	5	87
1	4	1	72
1	4	2	55
1	4	3	21
1	4	4	33
1	4	5	85
2	10	1	88
2	10	2	42
2	10	3	29
2	10	4	33
2	10	5	90
2	5	1	77
2	5	2	57
2	5	3	22
2	5	4	34
2	5	5	70
2	8	1	80
2	8	2	49
2	8	3	15
2	8	4	38
2	8	5	86
2	6	1	86
2	6	2	58
2	6	3	23
2	6	4	36
2	6	5	82
2	3	1	76
2	3	2	58
2	3	3	16
2	3	4	34
2	3	5	88
2	1	1	83
2	1	2	34
2	1	3	21
2	1	4	56
2	1	5	95
2	7	1	99
2	7	2	33
2	7	3	18
2	7	4	45
2	7	5	80
2	4	1	70
2	4	2	59
2	4	3	21
2	4	4	41
2	4	5	70
2	9	1	97
2	9	2	44
2	9	3	16
2	9	4	50
2	9	5	84
3	6	1	81
3	6	2	37
3	6	3	27
3	6	4	54
3	6	5	78
3	1	1	95
3	1	2	45
3	1	3	19
3	1	4	50
3	1	5	82
3	8	1	78
3	8	2	35
3	8	3	21
3	8	4	37
3	8	5	79
3	5	1	81
3	5	2	55
3	5	3	27
3	5	4	31
3	5	5	93
3	2	1	89
3	2	2	33
3	2	3	27
3	2	4	41
3	2	5	97
3	7	1	87
3	7	2	35
3	7	3	12
3	7	4	53
3	7	5	82
3	10	1	71
3	10	2	40
3	10	3	29
3	10	4	39
3	10	5	79
3	9	1	76
3	9	2	50
3	9	3	24
3	9	4	50
3	9	5	89
3	4	1	86
3	4	2	59
3	4	3	18
3	4	4	52
3	4	5	89
4	7	1	70
4	7	2	46
4	7	3	25
