param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	2163	24	36	369
2	2442	27	11	351
3	1860	21	17	340
4	933	10	85	404
5	501	6	39	362
6	1539	17	61	402
7	1704	19	73	417
8	2289	25	58	406
9	1674	19	62	401
10	1908	21	88	437
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
;
param q_real:=2;
param	nth:=9;
param	nth1:=10;
param:	ARC:	D:=
1	8	24.350000
1	10	26.250000
1	3	32.799999
1	5	42.209999
1	2	51.980000
1	7	63.880001
1	9	72.070000
1	6	75.660004
1	4	99.870003
2	5	12.890000
2	8	42.910000
2	1	51.779999
2	7	52.590000
2	3	61.520000
2	6	69.269997
2	9	73.400002
2	4	74.050003
2	10	76.699997
3	10	29.500000
3	7	31.920000
3	1	32.750000
3	9	39.500000
3	6	42.930000
3	8	49.480000
3	5	51.930000
3	2	61.560001
3	4	77.029999
4	7	46.099998
4	6	55.599998
4	9	61.700001
4	2	74.070000
4	3	76.930000
4	5	81.260002
4	1	100.029999
4	10	106.349998
4	8	111.959999
5	2	12.880000
5	8	33.730000
5	1	42.599998
5	3	52.340000
5	7	61.320000
5	10	67.519997
5	6	78.000000
5	4	81.050003
5	9	82.129997
6	9	6.520000
6	7	17.200001
6	3	43.029999
6	4	55.209999
6	10	68.800003
6	2	69.300003
6	1	75.699997
6	5	78.040001
6	8	90.550003
7	6	17.129999
7	9	21.260000
7	3	31.830000
7	4	46.430000
7	2	52.480000
7	5	61.220001
7	10	61.250000
7	1	63.439999
7	8	75.519997
8	1	24.350000
8	5	34.009998
8	2	43.779999
8	10	48.919998
8	3	49.529999
8	7	75.739998
8	9	88.959999
8	6	90.550003
8	4	111.730003
9	6	6.550000
9	7	21.320000
9	3	39.430000
9	4	61.389999
9	10	64.010002
9	1	71.739998
9	2	73.419998
9	5	82.160004
9	8	88.830002
10	1	26.250000
10	3	29.330000
10	8	48.919998
10	7	61.180000
10	9	64.080002
10	5	66.989998
10	6	68.760002
10	2	76.760002
10	4	106.070000
0	5	15.910000
0	2	25.680000
0	8	26.010000
0	1	41.150002
0	3	54.200001
0	10	66.070000
0	7	74.120003
0	9	88.181000
0	6	88.959999
0	4	95.379997
5	0	15.830000
2	0	25.010000
8	0	25.990000
1	0	40.660000
3	0	54.270000
10	0	65.440002
7	0	73.339996
9	0	88.411003
6	0	88.750999
4	0	94.930000
;
param:	v:=
1	8	1	81
1	8	2	34
1	8	3	14
1	8	4	43
1	8	5	94
1	10	1	90
1	10	2	45
1	10	3	11
1	10	4	51
1	10	5	85
1	3	1	81
1	3	2	32
1	3	3	24
1	3	4	31
1	3	5	70
1	5	1	95
1	5	2	52
1	5	3	20
1	5	4	36
1	5	5	93
1	2	1	82
1	2	2	38
1	2	3	16
1	2	4	56
1	2	5	70
1	7	1	88
1	7	2	41
1	7	3	25
1	7	4	48
1	7	5	87
1	9	1	86
1	9	2	60
1	9	3	25
1	9	4	40
1	9	5	75
1	6	1	84
1	6	2	44
1	6	3	29
1	6	4	53
1	6	5	73
1	4	1	98
1	4	2	38
1	4	3	15
1	4	4	48
1	4	5	91
2	5	1	92
2	5	2	42
2	5	3	15
2	5	4	47
2	5	5	91
2	8	1	73
2	8	2	59
2	8	3	29
2	8	4	47
2	8	5	80
2	1	1	79
2	1	2	43
2	1	3	11
2	1	4	59
2	1	5	91
2	7	1	95
2	7	2	31
2	7	3	20
2	7	4	50
2	7	5	83
2	3	1	74
2	3	2	57
2	3	3	27
2	3	4	48
2	3	5	75
2	6	1	93
2	6	2	52
2	6	3	19
2	6	4	33
2	6	5	81
2	9	1	84
2	9	2	41
2	9	3	27
2	9	4	39
2	9	5	84
2	4	1	75
2	4	2	55
2	4	3	19
2	4	4	34
2	4	5	85
2	10	1	78
2	10	2	60
2	10	3	16
2	10	4	52
2	10	5	87
3	10	1	72
3	10	2	43
3	10	3	14
3	10	4	51
3	10	5	79
3	7	1	77
3	7	2	34
3	7	3	10
3	7	4	31
3	7	5	94
3	1	1	97
3	1	2	30
3	1	3	30
3	1	4	47
3	1	5	71
3	9	1	73
3	9	2	44
3	9	3	25
3	9	4	51
3	9	5	86
3	6	1	92
3	6	2	55
3	6	3	24
3	6	4	48
3	6	5	93
3	8	1	96
3	8	2	36
3	8	3	12
3	8	4	47
3	8	5	70
3	5	1	79
3	5	2	59
3	5	3	16
3	5	4	40
3	5	5	74
3	2	1	86
3	2	2	36
