param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	1680	19	84	428
2	468	5	23	358
3	852	9	21	338
4	1542	17	53	384
5	1797	20	67	397
6	993	11	55	373
7	1047	12	12	344
8	2175	24	41	365
9	441	5	47	360
10	861	10	69	409
11	2313	26	21	364
12	1608	18	69	398
13	1899	21	21	350
14	1089	12	78	414
15	1467	16	89	405
16	1026	11	37	360
17	798	9	60	389
18	1065	12	19	347
19	1014	11	20	336
20	1506	17	60	395
21	1944	22	73	423
22	2340	26	78	430
23	1374	15	12	339
24	1809	20	46	391
25	1269	14	26	356
26	597	7	48	371
27	1431	16	65	401
28	741	8	14	331
29	1860	21	64	416
30	1209	13	75	415
31	2190	24	50	398
32	2484	28	29	375
33	1923	21	72	400
34	2325	26	74	408
35	1479	16	34	354
36	2487	28	21	350
37	1326	15	32	369
38	1269	14	48	381
39	741	8	87	421
40	1146	13	85	415
41	2121	24	20	374
42	1302	14	63	400
43	2187	24	79	407
44	1074	12	46	379
45	939	10	77	412
46	1689	19	57	405
47	2202	24	13	348
48	789	9	76	406
49	1326	15	61	393
50	1419	16	21	342
51	1347	15	43	360
52	567	6	41	361
53	1119	12	37	378
54	2232	25	33	388
55	1959	22	76	414
56	342	4	68	375
57	795	9	82	404
58	1677	19	69	421
59	900	10	23	349
60	1632	18	56	394
61	2253	25	25	363
62	612	7	18	336
63	2010	22	54	381
64	1842	20	12	339
65	1797	20	25	371
66	1200	13	49	393
67	1320	15	15	331
68	1917	21	70	419
69	2109	23	46	370
70	1077	12	66	384
71	2193	24	11	337
72	1638	18	18	365
73	756	8	24	338
74	1437	16	18	342
75	2262	25	49	403
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
4	15000	200	1.79961e-005	2.66374
5	10000	150	2.2384e-005	2.66374
6	15000	200	1.79961e-005	2.66374
7	10000	150	2.2384e-005	2.66374
8	15000	200	1.79961e-005	2.66374
9	10000	150	2.2384e-005	2.66374
10	15000	200	1.79961e-005	2.66374
11	10000	150	2.2384e-005	2.66374
12	15000	200	1.79961e-005	2.66374
13	10000	150	2.2384e-005	2.66374
14	15000	200	1.79961e-005	2.66374
15	10000	150	2.2384e-005	2.66374
;
param q_real:=15;
param	nth:=20;
param	nth1:=75;
param:	ARC:	D:=
1	65	10.190000
1	4	19.549999
1	53	20.799999
1	40	26.910000
1	26	29.910000
1	56	39.770000
1	42	43.369999
1	24	47.180000
1	22	54.410000
1	58	54.680000
1	35	57.340000
1	55	59.980000
1	28	62.270000
1	19	62.660000
1	59	64.410004
1	48	68.650002
1	67	69.330002
1	69	69.980003
1	68	72.540001
1	57	72.610001
2	72	4.670000
2	21	10.930000
2	15	14.820000
2	7	16.270000
2	6	17.590000
2	39	19.660000
2	9	21.389999
2	63	23.280001
2	25	23.709999
2	16	24.370001
2	43	25.180000
2	66	26.990000
2	17	30.459999
2	18	31.260000
2	31	31.650000
2	75	38.380001
2	61	38.560001
2	27	41.660000
2	51	42.139999
2	5	48.279999
3	71	2.280000
3	64	13.530000
3	46	13.530000
3	45	19.150000
3	41	21.290001
3	29	24.260000
3	11	31.219999
3	35	31.860001
3	54	33.990002
3	62	34.009998
3	68	34.650002
3	34	37.029999
3	36	38.040001
3	13	40.590000
3	10	43.400002
3	49	43.790001
3	20	43.860001
3	32	48.259998
3	69	49.660000
3	5	49.790001
4	53	8.970000
4	1	19.230000
4	65	24.100000
4	40	24.430000
4	56	24.740000
4	26	32.270000
4	22	37.369999
4	24	38.990002
4	35	39.029999
4	19	45.169998
4	58	46.490002
4	42	52.169998
4	48	53.419998
4	68	53.810001
4	57	57.380001
4	69	60.759998
4	55	62.480000
4	23	63.160000
4	74	64.209999
4	3	70.879997
5	51	10.290000
5	62	16.320000
5	25	26.160000
5	16	27.120001
5	66	28.170000
5	61	28.389999
5	31	29.959999
5	27	32.299999
5	39	32.820000
5	9	34.330002
5	7	35.290001
5	68	35.529999
5	43	35.630001
5	63	35.680000
5	19	37.169998
5	32	40.759998
5	17	40.820000
5	15	40.889999
5	75	41.439999
5	29	43.070000
6	21	7.480000
6	18	14.910000
6	7	16.690001
6	63	17.469999
6	39	17.559999
6	2	17.639999
6	43	17.700001
6	72	18.120001
6	25	24.420000
6	15	29.549999
6	61	31.290001
6	16	31.469999
6	9	34.009998
6	50	34.950001
6	66	38.650002
6	51	40.639999
6	31	44.090000
6	17	46.439999
6	47	49.049999
6	5	49.759998
7	39	3.670000
7	25	9.250000
7	63	9.380000
7	43	11.040000
7	72	12.530000
7	21	15.260000
7	16	15.820000
7	2	16.379999
7	6	16.760000
7	15	18.389999
7	9	21.719999
7	66	23.000000
7	61	24.610001
7	18	25.080000
7	31	28.440001
7	51	29.170000
7	17	34.500000
7	5	35.160000
7	50	37.029999
7	27	38.490002
8	60	20.410000
8	32	20.860001
8	36	22.700001
8	20	32.310001
8	29	35.750000
8	27	38.650002
8	75	43.099998
8	62	46.180000
8	31	48.459999
8	17	51.919998
8	64	52.360001
8	46	52.360001
8	66	53.540001
8	5	56.540001
8	71	56.950001
8	45	57.669998
8	9	58.840000
8	16	58.849998
8	3	59.230000
8	49	59.439999
9	66	8.280000
9	15	8.330000
9	16	9.160000
9	31	12.050000
9	17	15.080000
9	72	16.719999
9	25	19.670000
9	7	20.820000
9	2	21.180000
9	75	21.670000
9	27	22.059999
9	39	23.110001
9	21	27.160000
9	63	28.620001
9	43	30.240000
9	6	33.820000
9	5	34.299999
9	51	35.029999
9	61	41.009998
9	62	41.889999
10	13	5.490000
10	54	9.560000
10	12	11.920000
10	34	12.340000
10	11	17.840000
10	69	19.639999
10	41	23.100000
10	44	23.440001
10	14	26.559999
10	70	32.070000
10	37	35.080002
10	45	39.080002
10	58	40.470001
10	3	43.310001
10	24	43.900002
10	71	45.369999
10	35	45.570000
10	38	45.570000
10	64	46.279999
10	46	46.279999
11	34	6.650000
11	41	10.320000
11	54	11.700000
11	10	17.809999
11	12	20.840000
11	13	21.530001
11	45	22.410000
11	14	29.559999
11	44	31.370001
11	3	31.410000
11	46	31.910000
11	64	31.910000
11	69	32.580002
11	71	33.470001
11	73	34.630001
11	37	34.759998
11	49	36.630001
11	35	47.799999
11	70	48.590000
11	58	55.279999
12	44	12.000000
12	10	12.050000
12	14	14.940000
12	34	15.420000
12	13	17.040001
12	54	19.870001
12	11	20.920000
12	37	24.260000
12	69	27.150000
12	70	28.350000
12	41	30.379999
12	38	39.930000
12	45	42.810001
12	52	43.400002
12	58	46.509998
12	73	47.480000
12	24	51.070000
12	3	51.470001
12	64	52.610001
12	46	52.610001
13	10	5.720000
13	54	10.270000
13	69	15.270000
13	34	16.760000
13	12	16.830000
13	11	21.120001
13	41	23.959999
13	44	27.580000
13	70	31.459999
13	14	31.469999
13	58	37.970001
13	24	39.529999
13	45	39.939999
13	3	40.380001
13	37	40.480000
13	35	40.590000
13	71	42.439999
13	64	45.619999
13	46	45.619999
13	38	45.680000
14	44	7.240000
14	37	10.220000
14	12	14.930000
14	10	26.709999
14	34	27.870001
14	11	29.469999
14	13	31.700001
14	54	33.669998
14	70	35.459999
14	41	39.459999
14	69	40.799999
14	38	44.830002
14	73	47.360001
14	52	48.299999
14	45	49.490002
14	49	56.410000
14	30	58.459999
14	58	58.799999
14	64	59.530998
14	46	59.530998
15	9	7.450000
15	72	12.420000
15	66	14.600000
15	2	14.780000
15	16	14.840000
15	7	18.049999
15	31	18.559999
15	17	18.580000
15	39	20.170000
15	25	21.139999
15	21	22.860001
15	63	25.680000
15	75	26.430000
15	43	27.299999
15	27	28.540001
15	6	29.520000
15	51	36.830002
15	5	40.619999
15	61	40.869999
15	18	42.009998
16	66	8.480000
16	9	9.380000
16	25	11.340000
16	31	13.920000
16	7	14.800000
16	15	14.960000
16	39	17.090000
16	72	20.020000
16	63	22.600000
16	17	22.750000
16	43	23.090000
16	27	23.969999
16	2	24.480000
16	51	26.309999
16	5	27.139999
16	21	28.160000
16	75	28.320000
16	6	30.959999
16	61	32.580002
16	62	37.650002
17	75	9.270000
17	31	13.240000
17	9	14.520000
17	27	15.590000
17	66	17.459999
17	15	18.510000
17	16	22.940001
17	72	28.340000
17	2	30.330000
17	25	33.450001
17	7	34.599998
17	39	36.889999
17	21	39.709999
17	5	41.200001
17	63	42.400002
17	32	42.790001
17	43	44.020000
17	62	44.900002
17	51	44.950001
17	6	46.369999
18	6	14.900000
18	43	17.889999
18	21	21.139999
18	63	21.230000
18	50	21.240000
18	39	22.799999
18	61	24.580000
18	7	25.170000
18	25	28.200001
18	72	31.190001
18	2	31.299999
18	23	36.910000
18	47	37.740002
18	16	39.340000
18	74	39.549999
18	33	40.360001
18	51	41.290001
18	15	42.270000
18	9	45.779999
18	66	46.520000
19	22	13.130000
19	68	21.840000
19	56	24.309999
19	51	29.700001
19	61	29.910000
19	50	32.740002
19	23	33.830002
19	48	36.189999
19	5	37.299999
19	35	38.180000
19	57	38.349998
19	74	38.740002
19	62	43.349998
19	4	45.029999
19	43	45.060001
19	40	45.770000
19	63	47.869999
19	25	48.540001
19	18	49.259998
19	39	49.639999
20	60	14.970000
20	36	24.840000
20	29	31.240000
20	8	32.369999
20	49	33.220001
20	46	35.150002
20	64	35.150002
20	32	35.869999
20	45	40.230000
20	3	43.549999
20	71	45.240002
20	73	45.630001
20	62	53.630001
20	41	55.889999
20	11	60.650002
20	27	63.849998
20	34	67.129997
20	5	68.459999
20	54	69.470001
20	75	73.330002
21	6	7.880000
21	2	10.610000
21	72	11.090000
21	7	15.470000
21	39	16.920000
21	63	17.059999
21	43	18.959999
21	18	21.549999
21	15	23.059999
21	25	23.200001
21	9	27.520000
21	16	28.549999
21	61	32.340000
21	66	33.119999
21	31	37.779999
21	17	39.520000
21	51	40.230000
21	50	41.590000
21	75	47.040001
21	27	47.790001
22	19	13.030000
22	56	15.620000
22	48	26.040001
22	23	28.480000
22	57	28.910000
22	74	31.860001
22	50	34.290001
22	68	34.529999
22	40	37.080002
22	4	37.520000
22	61	38.520000
22	51	41.620998
22	53	45.939999
22	35	48.150002
22	5	49.400002
22	43	53.610001
22	18	53.990002
22	1	54.930000
22	62	55.450001
22	63	56.419998
23	74	6.120000
23	50	17.350000
23	48	19.990000
23	57	21.190001
23	22	28.360001
23	33	32.410000
23	19	33.240002
23	47	34.270000
23	61	36.410000
23	18	38.060001
23	56	39.799999
23	40	40.599998
23	43	43.439999
23	63	47.880001
23	39	49.810001
23	6	52.730000
23	51	52.849998
23	7	52.930000
23	25	53.580002
23	68	54.619999
24	58	7.560000
24	26	18.430000
24	69	24.500000
24	55	24.950001
24	53	33.470001
24	67	34.639999
24	70	37.169998
24	4	38.939999
24	13	39.430000
24	65	39.630001
24	35	40.639999
24	42	43.099998
24	10	43.939999
24	38	45.759998
24	54	45.889999
24	1	47.169998
24	52	48.549999
24	12	50.939999
24	34	54.139999
24	11	56.830002
25	39	7.620000
25	7	9.380000
25	16	11.350000
25	43	11.960000
25	63	12.010000
25	66	18.740000
25	9	19.850000
25	72	20.000000
25	51	21.129999
25	15	21.290001
25	61	21.910000
25	21	23.170000
25	2	23.850000
25	31	24.180000
25	6	24.670000
25	5	26.230000
25	18	27.930000
25	17	33.220001
25	27	34.230000
25	50	37.919998
26	24	18.440001
26	65	22.740000
26	58	25.940001
26	53	26.750000
26	42	28.639999
26	1	30.280001
26	55	31.209999
26	4	32.220001
26	67	40.750000
26	69	42.709999
26	35	49.369999
26	59	49.680000
26	28	52.700001
26	40	53.080002
26	70	53.720001
26	56	56.490002
26	13	57.639999
26	52	59.959999
26	38	61.590000
26	10	62.150002
27	31	11.600000
27	75	12.470000
27	17	15.400000
27	66	17.070000
27	9	22.110001
27	16	24.219999
27	32	28.490000
27	15	28.709999
27	5	32.419998
27	25	34.580002
27	62	35.520000
27	72	37.610001
27	7	37.770000
27	51	38.040001
27	8	38.410000
27	39	40.060001
27	2	42.070000
27	36	43.410000
27	63	45.570000
27	43	45.849998
28	42	24.670000
28	59	35.820000
28	26	52.180000
28	55	53.419998
28	65	54.639999
28	67	55.869999
28	1	62.730000
28	24	67.050003
28	58	68.870003
28	53	70.290001
28	4	73.879997
28	52	78.250000
28	38	81.860001
28	70	83.089996
28	40	89.529999
28	69	91.099998
28	30	92.959999
28	56	98.150002
28	35	99.769997
28	13	104.250000
29	36	14.550000
29	71	21.980000
29	3	24.260000
29	32	24.770000
29	64	25.080000
29	46	25.080000
29	62	27.549999
29	20	31.230000
29	60	34.520000
29	45	34.881001
29	8	35.459999
29	5	43.189999
29	68	44.660000
29	41	45.330002
29	49	48.240002
29	51	50.320000
29	27	52.490002
29	35	54.220001
29	11	55.259998
29	54	58.029999
30	52	20.959999
30	38	24.370001
30	70	38.000000
30	67	38.720001
30	55	47.279999
30	44	56.880001
30	14	58.580002
30	59	59.910000
30	58	60.500000
30	37	61.380001
30	12	63.130001
30	24	67.860001
30	69	68.010002
30	13	68.830002
30	10	69.129997
30	42	71.110001
30	26	77.370003
30	34	78.220001
30	54	78.550003
30	11	83.720001
31	66	6.840000
31	27	11.430000
31	9	11.930000
31	17	13.250000
31	16	13.990000
31	75	15.320000
31	15	18.530001
31	25	24.350000
31	72	27.430000
31	7	27.540001
31	39	29.830000
31	5	29.930000
31	2	31.889999
31	51	32.470001
31	62	34.790001
31	63	35.340000
31	43	35.939999
31	21	37.869999
31	32	38.630001
31	61	42.860001
32	36	15.820000
32	8	21.110001
32	29	25.240000
32	27	28.340000
32	62	30.120001
32	60	33.189999
32	20	36.029999
32	31	38.150002
32	75	38.660000
32	5	40.910000
32	17	41.950001
32	66	42.320000
32	46	44.660000
32	64	44.660000
32	71	46.439999
32	16	47.290001
32	9	48.290001
32	3	48.720001
32	51	49.189999
32	45	52.869999
33	47	10.080000
33	74	26.270000
33	23	31.350000
33	50	34.849998
33	18	40.419998
33	48	46.540001
33	57	47.740002
33	6	53.590000
33	61	54.980000
33	43	55.770000
33	22	57.820000
33	63	59.520000
33	21	59.560001
33	39	61.090000
33	7	63.459999
33	19	63.779999
33	40	66.089996
33	25	66.250000
33	56	66.540001
33	2	69.989998
34	11	6.660000
34	54	9.060000
34	10	12.320000
34	12	15.350000
34	41	16.120001
34	13	17.410000
34	44	26.760000
34	14	27.920000
34	45	28.549999
34	69	29.940001
34	37	33.610001
34	3	37.209999
34	64	38.349998
34	46	38.349998
34	73	38.720001
34	71	39.270000
34	49	41.689999
34	70	43.099998
34	35	47.860001
34	58	52.619999
35	68	23.430000
35	69	30.820000
35	3	31.850000
35	71	33.930000
35	19	38.430000
35	54	38.939999
35	4	39.080002
35	24	39.900002
35	41	40.299999
35	13	40.389999
35	58	41.680000
35	53	41.770000
35	56	41.919998
35	64	44.820000
35	46	44.820000
35	10	45.560001
35	11	47.639999
35	34	47.700001
35	22	47.950001
35	45	48.459999
36	29	14.430000
36	32	15.630000
36	8	22.250000
36	20	24.830000
36	60	25.280001
36	62	30.730000
36	46	33.849998
36	64	33.849998
36	71	35.630001
36	3	37.910000
36	45	42.060001
36	27	43.610001
36	5	45.560001
36	49	48.500000
36	31	52.320000
36	68	53.529999
36	51	53.570000
36	75	53.930000
36	66	54.529999
36	41	56.520000
37	14	10.290000
37	44	16.820000
37	12	24.230000
37	34	33.520000
37	11	34.630001
37	10	35.060001
37	13	40.240002
37	54	40.549999
37	70	42.419998
37	73	42.910000
37	41	44.619999
37	38	49.439999
37	69	50.099998
37	45	52.191002
37	52	52.910000
37	49	54.189999
37	64	60.282001
37	46	60.282001
37	30	62.160000
37	3	65.709999
38	52	4.220000
38	70	14.570000
38	30	24.680000
38	67	27.510000
38	55	31.660000
38	44	38.349998
38	58	38.450001
38	12	40.230000
38	69	44.580002
38	14	45.020000
38	13	45.400002
38	24	45.810001
38	10	46.230000
38	37	49.500000
38	54	55.160000
38	34	55.320000
38	59	57.430000
38	42	58.840000
38	11	60.820000
38	26	61.619999
39	7	3.640000
39	63	6.090000
39	25	7.510000
39	43	7.710000
39	72	15.990000
39	21	16.010000
39	16	17.250000
39	6	17.690001
39	2	19.840000
39	15	20.379999
39	61	21.280001
39	18	22.420000
39	9	23.600000
39	66	24.430000
39	51	25.570000
39	31	29.870001
39	5	32.830002
39	50	33.700001
39	17	36.490002
39	27	39.919998
40	56	23.200001
40	4	24.450001
40	1	26.840000
40	53	32.450001
40	65	36.959999
40	22	37.840000
40	23	40.740002
40	74	41.330002
40	19	46.090000
40	48	52.080002
40	26	52.830002
40	57	56.040001
40	35	56.810001
40	68	57.349998
40	24	62.470001
40	33	66.349998
40	47	68.290001
40	58	69.970001
40	42	70.139999
40	50	70.190002
41	11	10.150000
41	54	13.800000
41	34	15.960000
41	45	16.200001
41	3	21.309999
41	10	23.209999
41	71	23.370001
41	64	23.400000
41	46	23.400000
41	13	24.250000
41	12	30.150000
41	69	35.090000
41	49	39.009998
41	14	39.230000
41	73	40.119999
41	35	40.340000
41	44	41.040001
41	37	44.430000
41	29	45.349998
41	68	53.570000
42	59	21.459999
42	28	24.650000
42	26	27.980000
42	55	30.410000
42	67	33.720001
42	65	35.419998
42	24	42.849998
42	1	43.509998
42	58	44.720001
42	53	48.680000
42	4	52.270000
42	52	56.099998
42	38	58.849998
42	70	60.080002
42	69	66.900002
42	40	70.309998
42	30	71.019997
42	35	75.570000
42	56	76.540001
42	13	81.239998
43	63	5.790000
43	39	7.880000
43	7	11.000000
43	25	11.820000
43	61	15.590000
43	6	17.750000
43	18	17.799999
43	21	18.620001
43	72	21.360001
43	16	22.959999
43	2	25.200001
43	51	26.200001
43	50	27.129999
43	15	27.350000
43	66	30.139999
43	9	30.570000
43	5	35.320000
43	31	35.580002
