param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	2175	24	62	411
2	1377	15	59	383
3	1995	22	63	415
4	2469	27	83	429
5	1512	17	26	371
6	2319	26	18	353
7	1203	13	90	419
8	2466	27	22	379
9	972	11	34	361
10	2388	27	82	425
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
;
param q_real:=2;
param	nth:=9;
param	nth1:=10;
param:	ARC:	D:=
1	8	2.640000
1	3	17.730000
1	9	31.150000
1	4	31.620001
1	6	35.110001
1	5	36.770000
1	7	38.290001
1	2	40.169998
1	10	46.040001
2	3	31.690001
2	1	40.250000
2	8	41.349998
2	9	60.720001
2	6	64.680000
2	4	65.580002
2	5	66.339996
2	7	67.860001
2	10	70.040001
3	1	17.809999
3	8	18.910000
3	2	31.950001
3	9	39.770000
3	10	40.919998
3	6	43.730000
3	4	44.490002
3	5	45.389999
3	7	46.910000
4	7	12.930000
4	6	26.530001
4	5	28.190001
4	9	29.790001
4	1	32.110001
4	8	32.150002
4	3	45.480000
4	2	66.760002
4	10	73.190002
5	6	2.030000
5	9	16.840000
5	7	17.559999
5	4	28.200001
5	1	37.020000
5	8	38.099998
5	3	45.660000
5	2	66.940002
5	10	78.589996
6	5	2.240000
6	9	14.910000
6	7	15.630000
6	4	26.270000
6	1	35.090000
6	8	36.169998
6	3	43.730000
6	2	65.010002
6	10	76.660004
7	4	13.080000
7	6	16.540001
7	5	18.200001
7	9	20.129999
7	1	38.459999
7	8	39.540001
7	3	47.099998
7	2	68.379997
7	10	80.029999
8	1	2.640000
8	3	18.830000
8	4	31.400000
8	9	32.189999
8	6	36.150002
8	5	37.810001
8	7	39.330002
8	2	41.259998
8	10	44.750000
9	6	14.680000
9	5	16.340000
9	7	19.799999
9	4	29.750000
9	1	31.299999
9	8	32.380001
9	3	39.939999
9	2	61.220001
9	10	72.870003
10	3	40.599998
10	8	44.680000
10	1	45.950001
10	2	70.029999
10	9	72.620003
10	4	72.650002
10	6	76.580002
10	5	78.239998
10	7	79.760002
0	2	31.160000
0	3	56.090000
0	1	69.040001
0	8	70.139999
0	10	87.739998
0	9	89.510002
0	6	93.470001
0	4	94.370003
0	5	95.129997
0	7	96.650002
2	0	32.240002
3	0	56.049999
1	0	68.900002
8	0	70.000000
10	0	87.559998
9	0	89.959999
6	0	93.750000
4	0	95.500000
5	0	95.680000
7	0	97.120003
;
param:	v:=
1	8	1	91
1	8	2	48
1	8	3	30
1	8	4	46
1	8	5	85
1	3	1	87
1	3	2	60
1	3	3	14
1	3	4	34
1	3	5	83
1	9	1	84
1	9	2	39
1	9	3	14
1	9	4	58
1	9	5	95
1	4	1	74
1	4	2	60
1	4	3	29
1	4	4	33
1	4	5	90
1	6	1	86
1	6	2	55
1	6	3	28
1	6	4	54
1	6	5	96
1	5	1	89
1	5	2	50
1	5	3	18
1	5	4	60
1	5	5	94
1	7	1	81
1	7	2	34
1	7	3	17
1	7	4	32
1	7	5	98
1	2	1	90
1	2	2	34
1	2	3	24
1	2	4	34
1	2	5	98
1	10	1	76
1	10	2	57
1	10	3	14
1	10	4	44
1	10	5	75
2	3	1	99
2	3	2	34
2	3	3	13
2	3	4	35
2	3	5	80
2	1	1	98
2	1	2	40
2	1	3	15
2	1	4	33
2	1	5	92
2	8	1	97
2	8	2	43
2	8	3	11
2	8	4	49
2	8	5	79
2	9	1	83
2	9	2	31
2	9	3	17
2	9	4	59
2	9	5	70
2	6	1	76
2	6	2	39
2	6	3	21
2	6	4	42
2	6	5	87
2	4	1	99
2	4	2	60
2	4	3	15
2	4	4	60
2	4	5	97
2	5	1	79
2	5	2	60
2	5	3	19
2	5	4	30
2	5	5	75
2	7	1	77
2	7	2	60
2	7	3	11
2	7	4	59
2	7	5	79
2	10	1	85
2	10	2	59
2	10	3	20
2	10	4	51
2	10	5	100
3	1	1	94
3	1	2	41
3	1	3	19
3	1	4	36
3	1	5	71
3	8	1	72
3	8	2	46
3	8	3	24
3	8	4	55
3	8	5	93
3	2	1	90
3	2	2	38
3	2	3	29
3	2	4	50
3	2	5	84
3	9	1	80
3	9	2	39
3	9	3	30
3	9	4	49
3	9	5	72
3	10	1	90
3	10	2	41
3	10	3	25
3	10	4	49
3	10	5	84
3	6	1	84
3	6	2	43
3	6	3	28
3	6	4	38
3	6	5	87
3	4	1	82
3	4	2	42
3	4	3	23
3	4	4	54
3	4	5	74
3	5	1	81
3	5	2	46
3	5	3	14
3	5	4	50
3	5	5	89
3	7	1	90
3	7	2	35
3	7	3	21
3	7	4	37
3	7	5	78
4	7	1	79
4	7	2	59
4	7	3	29
4	7	4	55
4	7	5	98
4	6	1	97
4	6	2	36
4	6	3	26
4	6	4	50
4	6	5	90
4	5	1	92
4	5	2	54
4	5	3	10
4	5	4	52
4	5	5	81
4	9	1	80
4	9	2	48
4	9	3	11
4	9	4	39
4	9	5	90
4	1	1	70
4	1	2	58
4	1	3	25
4	1	4	48
4	1	5	100
4	8	1	93
4	8	2	53
4	8	3	10
4	8	4	49
4	8	5	87
4	3	1	73
4	3	2	52
4	3	3	19
4	3	4	30
4	3	5	74
4	2	1	80
4	2	2	41
4	2	3	23
4	2	4	54
4	2	5	83
4	10	1	76
4	10	2	45
4	10	3	18
4	10	4	33
4	10	5	98
5	6	1	73
5	6	2	52
5	6	3	18
5	6	4	33
5	6	5	76
5	9	1	97
5	9	2	32
5	9	3	21
5	9	4	41
5	9	5	99
5	7	1	74
5	7	2	40
5	7	3	21
5	7	4	40
5	7	5	83
5	4	1	90
5	4	2	47
5	4	3	12
5	4	4	47
5	4	5	81
5	1	1	87
5	1	2	46
5	1	3	16
5	1	4	52
5	1	5	74
5	8	1	81
5	8	2	34
5	8	3	25
5	8	4	51
5	8	5	76
5	3	1	75
5	3	2	54
5	3	3	30
5	3	4	38
5	3	5	72
5	2	1	79
5	2	2	38
5	2	3	11
5	2	4	37
5	2	5	97
5	10	1	85
5	10	2	31
5	10	3	12
5	10	4	39
5	10	5	100
6	5	1	75
6	5	2	44
6	5	3	20
6	5	4	35
6	5	5	91
6	9	1	78
6	9	2	50
6	9	3	21
6	9	4	30
6	9	5	90
6	7	1	93
6	7	2	31
6	7	3	13
6	7	4	60
6	7	5	81
6	4	1	97
6	4	2	59
6	4	3	29
6	4	4	37
6	4	5	90
6	1	1	92
6	1	2	58
6	1	3	26
6	1	4	34
6	1	5	97
6	8	1	77
6	8	2	33
6	8	3	28
6	8	4	43
6	8	5	87
6	3	1	76
6	3	2	43
6	3	3	28
6	3	4	34
6	3	5	70
6	2	1	72
6	2	2	45
6	2	3	16
6	2	4	53
6	2	5	83
6	10	1	74
6	10	2	51
6	10	3	26
6	10	4	36
6	10	5	72
7	4	1	82
7	4	2	31
7	4	3	25
7	4	4	40
7	4	5	73
7	6	1	94
7	6	2	37
7	6	3	23
7	6	4	59
7	6	5	83
7	5	1	77
7	5	2	59
7	5	3	20
7	5	4	47
7	5	5	97
7	9	1	78
7	9	2	58
7	9	3	21
7	9	4	49
7	9	5	76
7	1	1	85
7	1	2	35
7	1	3	21
7	1	4	45
7	1	5	95
7	8	1	87
7	8	2	60
7	8	3	12
7	8	4	51
7	8	5	91
7	3	1	81
7	3	2	55
7	3	3	10
7	3	4	46
7	3	5	99
7	2	1	89
7	2	2	55
7	2	3	17
7	2	4	54
7	2	5	75
7	10	1	74
7	10	2	38
7	10	3	30
7	10	4	36
7	10	5	72
8	1	1	98
8	1	2	53
8	1	3	19
8	1	4	47
8	1	5	99
8	3	1	100
8	3	2	30
8	3	3	14
8	3	4	58
8	3	5	87
8	4	1	70
8	4	2	47
8	4	3	21
8	4	4	59
8	4	5	88
8	9	1	88
8	9	2	46
8	9	3	16
8	9	4	57
8	9	5	70
8	6	1	85
8	6	2	30
8	6	3	26
8	6	4	49
8	6	5	91
8	5	1	74
8	5	2	40
8	5	3	15
8	5	4	35
8	5	5	97
8	7	1	95
8	7	2	47
8	7	3	12
8	7	4	57
8	7	5	92
8	2	1	73
8	2	2	44
8	2	3	16
8	2	4	37
8	2	5	73
8	10	1	84
8	10	2	43
8	10	3	10
8	10	4	31
8	10	5	84
9	6	1	93
9	6	2	53
9	6	3	26
9	6	4	37
9	6	5	74
9	5	1	93
9	5	2	41
9	5	3	26
9	5	4	34
9	5	5	91
9	7	1	83
9	7	2	39
9	7	3	18
9	7	4	40
9	7	5	95
9	4	1	78
9	4	2	57
9	4	3	24
9	4	4	41
9	4	5	100
9	1	1	96
9	1	2	35
9	1	3	20
9	1	4	52
9	1	5	88
9	8	1	74
9	8	2	57
9	8	3	10
9	8	4	56
9	8	5	80
9	3	1	75
9	3	2	49
9	3	3	22
9	3	4	57
9	3	5	100
9	2	1	93
9	2	2	55
9	2	3	29
9	2	4	60
9	2	5	94
9	10	1	74
9	10	2	48
9	10	3	20
9	10	4	41
9	10	5	74
10	3	1	96
10	3	2	38
10	3	3	27
10	3	4	36
10	3	5	71
10	8	1	90
10	8	2	33
10	8	3	27
10	8	4	46
10	8	5	85
10	1	1	89
10	1	2	30
10	1	3	30
10	1	4	30
10	1	5	91
10	2	1	75
10	2	2	43
10	2	3	11
10	2	4	49
10	2	5	71
10	9	1	90
10	9	2	30
10	9	3	10
10	9	4	30
10	9	5	88
10	4	1	93
10	4	2	38
10	4	3	17
10	4	4	35
10	4	5	74
10	6	1	70
10	6	2	42
10	6	3	15
10	6	4	34
10	6	5	72
10	5	1	94
10	5	2	54
10	5	3	15
10	5	4	60
10	5	5	93
10	7	1	77
10	7	2	40
10	7	3	20
10	7	4	31
10	7	5	89
0	2	1	75
0	2	2	52
0	2	3	22
0	2	4	53
0	2	5	83
0	3	1	75
0	3	2	48
0	3	3	12
0	3	4	53
0	3	5	86
0	1	1	75
0	1	2	60
0	1	3	20
0	1	4	51
0	1	5	93
0	8	1	80
0	8	2	48
0	8	3	13
0	8	4	48
0	8	5	74
0	10	1	74
0	10	2	48
0	10	3	21
0	10	4	54
0	10	5	92
0	9	1	83
0	9	2	42
0	9	3	10
0	9	4	43
0	9	5	76
0	6	1	92
0	6	2	47
0	6	3	16
0	6	4	45
0	6	5	80
0	4	1	87
0	4	2	36
0	4	3	16
0	4	4	33
0	4	5	78
0	5	1	98
0	5	2	33
0	5	3	28
0	5	4	50
0	5	5	90
0	7	1	85
0	7	2	37
0	7	3	30
0	7	4	32
0	7	5	98
2	0	1	83
2	0	2	37
2	0	3	21
2	0	4	46
2	0	5	94
3	0	1	98
3	0	2	40
3	0	3	23
3	0	4	57
3	0	5	97
1	0	1	91
1	0	2	38
1	0	3	30
1	0	4	43
1	0	5	100
8	0	1	85
8	0	2	57
8	0	3	18
8	0	4	33
8	0	5	76
10	0	1	80
10	0	2	38
10	0	3	12
10	0	4	48
10	0	5	78
9	0	1	88
9	0	2	48
9	0	3	12
9	0	4	45
9	0	5	82
6	0	1	89
6	0	2	37
6	0	3	17
6	0	4	31
6	0	5	73
4	0	1	71
4	0	2	33
4	0	3	15
4	0	4	35
4	0	5	71
5	0	1	97
5	0	2	52
5	0	3	18
5	0	4	53
5	0	5	98
7	0	1	97
7	0	2	60
7	0	3	24
7	0	4	59
7	0	5	100
;
param:	g:=
1	8	1	1	0.502258
1	8	1	2	1.059427
1	8	2	1	0.266846
1	8	2	2	0.327669
1	8	3	1	0.248870
1	8	3	2	0.295725
1	8	4	1	0.261626
1	8	4	2	0.315953
1	8	5	1	0.457136
1	8	5	2	0.902539
1	3	1	1	0.471770
1	3	1	2	0.952865
1	3	2	1	0.310446
1	3	2	2	0.439877
1	3	3	1	0.356456
1	3	3	2	0.428864
1	3	4	1	0.246131
1	3	4	2	0.288274
1	3	5	1	0.442913
1	3	5	2	0.854183
1	9	1	1	0.449973
1	9	1	2	0.878115
1	9	2	1	0.248895
1	9	2	2	0.290842
1	9	3	1	0.356456
1	9	3	2	0.428864
1	9	4	1	0.301833
1	9	4	2	0.416205
1	9	5	1	0.534355
1	9	5	2	1.173866
1	4	1	1	0.384103
1	4	1	2	0.660973
1	4	2	1	0.310446
1	4	2	2	0.439877
1	4	3	1	0.250401
1	4	3	2	0.298951
1	4	4	1	0.246353
1	4	4	2	0.289331
1	4	5	1	0.494484
1	4	5	2	1.032048
1	6	1	1	0.464402
1	6	1	2	0.927456
1	6	2	1	0.289880
1	6	2	2	0.384419
1	6	3	1	0.252324
1	6	3	2	0.302739
1	6	4	1	0.286163
1	6	4	2	0.374817
