param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	1509	17	49	385
2	1041	12	66	397
3	1482	16	78	425
4	906	10	89	423
5	1284	14	20	350
6	1917	21	50	398
7	1359	15	84	409
8	2286	25	53	405
9	1137	13	42	381
10	2430	27	45	399
11	2445	27	24	369
12	507	6	78	404
13	2478	28	80	421
14	1491	17	77	419
15	897	10	32	358
16	1356	15	32	370
17	960	11	86	426
18	2127	24	60	390
19	1824	20	63	400
20	1995	22	78	418
21	1602	18	30	367
22	954	11	50	393
23	2085	23	60	406
24	2298	26	89	423
25	1113	12	47	390
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
4	15000	200	1.79961e-005	2.66374
5	10000	150	2.2384e-005	2.66374
6	15000	200	1.79961e-005	2.66374
;
param q_real:=5;
param	nth:=20;
param	nth1:=25;
param:	ARC:	D:=
1	6	9.950000
1	23	13.680000
1	7	21.730000
1	17	22.480000
1	24	27.690001
1	14	31.760000
1	2	52.570999
1	10	53.470001
1	12	57.619999
1	4	67.890999
1	8	74.309998
1	5	78.540001
1	15	85.401001
1	16	91.059998
1	25	92.010002
1	18	98.721001
1	20	114.271004
1	21	114.769997
1	22	124.720001
1	11	144.000000
2	4	16.480000
2	12	27.629999
2	15	35.200001
2	5	39.220001
2	23	41.701000
2	16	47.799999
2	14	51.750000
2	1	53.021000
2	6	54.849998
2	25	56.750000
2	17	67.860001
2	7	69.809998
2	24	74.831001
2	22	82.699997
2	10	91.839996
2	11	97.769997
2	8	103.089996
2	18	123.550003
2	21	124.500000
2	3	136.440002
3	9	41.049999
3	22	54.730000
3	19	72.839996
3	13	79.599998
3	25	80.640999
3	11	82.830002
3	16	89.730003
3	5	97.360001
3	21	99.739998
3	15	112.081001
3	12	112.519997
3	4	131.761002
3	20	132.910004
3	2	135.580994
3	18	135.759995
3	8	135.940002
3	23	155.160004
3	1	163.270004
3	6	169.919998
3	10	171.110001
4	2	16.209999
4	15	25.340000
4	12	37.459999
4	5	42.110001
4	16	44.959999
4	23	56.101002
4	25	58.299999
4	14	65.239998
4	1	67.420998
4	6	69.610001
4	22	79.860001
4	17	82.620003
4	7	84.570000
4	24	89.231003
4	11	90.930000
4	10	106.521004
4	8	116.480003
4	21	129.830002
4	3	133.440994
4	18	136.940002
5	16	16.959999
5	25	17.730000
5	12	22.680000
5	15	28.760000
5	2	39.070000
5	4	41.090000
5	22	46.730000
5	23	65.099998
5	11	68.440002
5	1	78.330002
5	6	84.750000
5	14	88.050003
5	21	91.949997
5	8	92.120003
5	7	95.260002
5	17	96.339996
5	24	97.620003
5	3	97.760002
5	9	103.820000
5	10	104.830002
6	1	10.060000
6	17	13.270000
6	7	16.160000
6	23	20.270000
6	24	23.760000
6	14	27.250000
6	2	54.950001
6	10	55.400002
6	12	63.990002
6	4	70.029999
6	8	78.331001
6	5	84.910004
6	15	88.099998
6	25	97.349998
6	16	97.430000
6	18	102.311996
6	20	117.862000
6	21	119.529999
6	22	130.059998
6	11	150.369995
7	24	10.680000
7	17	11.040000
7	6	16.350000
7	1	22.139999
7	23	32.639999
7	14	39.560001
7	10	45.500000
7	2	69.989998
7	8	72.971001
7	12	74.500000
7	4	85.070000
7	5	95.220001
7	18	96.952003
7	15	103.680000
7	25	107.449997
7	16	109.440002
7	20	112.501999
7	21	120.461998
7	22	140.160004
7	13	156.951996
8	18	26.080000
8	10	38.439999
8	20	41.630001
8	21	49.601002
8	24	68.740997
8	23	69.470001
8	7	73.121002
8	1	74.220001
8	6	77.750000
8	17	83.810997
8	12	85.330002
8	13	86.091003
8	19	90.140999
8	5	92.610001
8	25	95.910004
8	14	97.339996
8	2	103.570000
8	16	105.650002
8	9	109.521004
8	4	117.199997
9	19	35.750000
9	3	39.869999
9	13	42.509998
9	21	68.120003
