param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	1584	18	86	411
2	2325	26	43	387
3	1440	16	27	364
4	885	10	34	371
5	2238	25	45	383
6	792	9	44	364
7	1923	21	86	436
8	888	10	72	389
9	1713	19	11	338
10	1551	17	73	392
11	2385	26	42	378
12	774	9	44	363
13	2025	22	63	405
14	1962	22	33	365
15	684	8	29	341
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
4	15000	200	1.79961e-005	2.66374
;
param q_real:=3;
param	nth:=14;
param	nth1:=15;
param:	ARC:	D:=
1	2	45.459999
1	9	46.779999
1	4	52.250000
1	3	64.559998
1	7	75.239998
1	13	80.230003
1	14	86.570000
1	15	99.550003
1	6	102.360001
1	12	107.449997
1	8	109.830002
1	11	110.910004
1	10	158.181000
1	5	189.621002
2	14	44.090000
2	1	45.310001
2	3	46.889999
2	9	61.480000
2	4	64.570999
2	7	76.050003
2	13	79.629997
2	15	96.510002
2	6	99.320000
2	12	108.260002
2	8	108.790001
2	11	111.720001
2	10	158.990997
2	5	192.600998
3	14	33.389999
3	13	44.630001
3	7	45.220001
3	2	46.980000
3	9	49.669998
3	4	52.761002
3	15	60.000000
3	6	62.810001
3	1	64.199997
3	8	72.279999
3	12	77.959999
3	11	80.440002
3	10	125.300003
3	5	150.800003
4	9	8.440000
4	3	51.250999
4	1	52.400002
4	7	54.891998
4	13	59.882000
4	2	64.473000
4	15	80.421997
4	14	81.880997
4	6	83.552002
4	12	87.101997
4	8	89.482002
4	11	90.561996
4	10	135.772995
4	5	167.212997
5	10	34.090000
5	11	76.809998
5	8	81.699997
5	12	84.680000
5	6	91.930000
5	15	96.839996
5	13	112.300003
5	7	119.330002
5	14	148.979996
5	3	151.591003
5	9	164.481995
5	4	167.582993
5	1	189.770996
5	2	192.893005
6	15	6.030000
6	8	11.010000
6	11	21.080000
6	13	24.000000
6	7	31.379999
6	12	36.709999
6	3	62.910999
6	10	63.790001
6	14	64.010002
6	9	81.431000
6	4	84.522003
6	5	91.639999
6	2	99.349998
6	1	102.059998
7	13	6.970000
7	15	27.510000
7	6	30.760000
7	8	37.520000
7	11	42.680000
7	12	43.279999
7	3	45.230000
7	9	53.441002
7	4	56.532001
7	14	58.431000
7	1	75.930000
7	2	77.050003
7	10	90.339996
7	5	118.190002
8	11	10.880000
8	6	11.220000
8	15	16.129999
8	12	29.020000
8	13	31.240000
8	7	38.270000
8	10	53.590000
8	3	72.341003
8	14	73.440002
8	5	81.440002
8	9	87.481003
8	4	90.582001
8	2	108.779999
8	1	109.970001
9	4	8.430000
9	1	46.900002
9	3	48.720001
9	7	52.361000
9	13	57.351002
9	2	61.942001
9	15	77.890999
9	14	79.349998
9	6	81.021004
9	12	84.570999
9	8	86.950996
9	11	88.030998
9	10	133.242004
9	5	164.682007
10	5	33.869999
10	11	48.549999
10	8	53.439999
10	12	54.639999
10	6	63.669998
10	15	68.580002
10	13	84.040001
10	7	91.070000
10	3	124.990997
10	14	126.089996
10	9	134.001999
10	4	137.102997
10	1	156.490997
10	2	157.610992
11	8	10.950000
11	6	21.180000
11	12	23.209999
11	15	26.090000
11	13	36.380001
11	7	43.410000
11	10	48.549999
11	5	76.400002
11	3	80.330002
11	14	83.400002
11	9	88.380997
11	4	91.482002
11	1	110.870003
11	2	111.989998
12	11	23.040001
12	8	29.030001
12	6	36.630001
12	13	37.799999
12	15	39.779999
12	7	42.650002
12	10	54.700001
12	3	78.041000
12	5	84.580002
12	9	85.031998
12	4	88.123001
12	14	92.690002
12	1	107.521004
12	2	108.640999
13	7	7.590000
13	15	20.660000
13	6	24.030001
13	8	31.200001
13	11	36.360001
13	12	37.840000
13	3	44.509998
13	14	55.450001
13	9	57.631001
13	4	60.731998
13	2	79.519997
13	1	80.120003
13	10	84.019997
13	5	111.870003
14	3	33.369999
14	2	44.060001
14	13	55.630001
14	7	58.480000
14	15	61.700001
14	6	64.510002
14	8	73.980003
14	9	80.720001
14	4	83.820999
14	11	84.050003
14	1	86.410004
14	12	92.919998
14	10	127.000000
14	5	149.000000
15	6	6.110000
15	8	16.190001
15	13	20.570000
15	11	26.260000
15	7	28.040001
15	12	39.669998
15	3	60.101002
15	14	61.200001
15	10	68.970001
15	9	78.081001
15	4	81.171997
15	2	96.540001
15	5	96.820000
15	1	99.250000
0	8	15.180000
0	11	16.049999
0	12	17.549999
0	6	19.910000
0	13	20.930000
0	15	23.059999
0	7	27.959999
0	10	63.709999
0	3	64.879997
0	9	72.931000
0	14	75.820000
0	4	76.022003
0	5	91.559998
0	1	95.419998
0	2	96.540001
8	0	15.310000
11	0	16.129999
12	0	17.570000
6	0	19.930000
13	0	21.059999
15	0	22.889999
7	0	27.379999
10	0	63.790001
3	0	65.139999
9	0	72.731003
4	0	75.262001
14	0	76.139999
5	0	92.050003
1	0	95.610001
2	0	96.419998
;
param:	v:=
1	2	1	97
1	2	2	30
1	2	3	14
1	2	4	40
1	2	5	79
1	9	1	87
1	9	2	57
1	9	3	12
1	9	4	44
1	9	5	78
1	4	1	92
1	4	2	37
1	4	3	19
1	4	4	44
1	4	5	81
1	3	1	90
1	3	2	37
1	3	3	30
1	3	4	36
1	3	5	91
1	7	1	79
1	7	2	30
1	7	3	11
1	7	4	54
1	7	5	78
1	13	1	98
1	13	2	42
1	13	3	16
1	13	4	31
1	13	5	91
1	14	1	78
1	14	2	40
1	14	3	17
1	14	4	35
1	14	5	73
1	15	1	90
1	15	2	50
1	15	3	26
1	15	4	55
1	15	5	95
1	6	1	100
1	6	2	48
1	6	3	28
1	6	4	42
1	6	5	74
1	12	1	93
1	12	2	45
1	12	3	11
1	12	4	49
1	12	5	76
1	8	1	74
1	8	2	49
