param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	906	10	58	398
2	804	9	66	394
3	1512	17	36	356
4	1044	12	70	391
5	2397	27	62	390
6	909	10	66	392
7	1434	16	85	403
8	834	9	77	390
9	330	4	32	363
10	1296	14	32	369
11	2082	23	54	406
12	1824	20	27	373
13	1461	16	50	377
14	642	7	13	324
15	744	8	81	411
16	1155	13	88	411
17	672	7	48	368
18	1149	13	83	402
19	1158	13	16	349
20	1689	19	56	390
21	2160	24	78	420
22	2382	26	63	411
23	444	5	32	344
24	1188	13	24	347
25	663	7	59	394
26	1818	20	35	387
27	1875	21	13	343
28	1380	15	81	418
29	1506	17	64	382
30	1320	15	84	418
31	324	4	31	363
32	729	8	81	422
33	1773	20	38	372
34	1557	17	65	403
35	825	9	62	400
36	2013	22	12	335
37	1353	15	41	386
38	2169	24	74	424
39	963	11	18	350
40	873	10	56	379
41	1977	22	15	365
42	750	8	19	353
43	906	10	51	367
44	1422	16	81	410
45	447	5	21	344
46	960	11	81	398
47	702	8	86	424
48	2235	25	86	444
49	1110	12	75	408
50	1293	14	58	393
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
4	15000	200	1.79961e-005	2.66374
5	10000	150	2.2384e-005	2.66374
6	15000	200	1.79961e-005	2.66374
7	10000	150	2.2384e-005	2.66374
8	15000	200	1.79961e-005	2.66374
9	10000	150	2.2384e-005	2.66374
10	15000	200	1.79961e-005	2.66374
;
param q_real:=10;
param	nth:=20;
param	nth1:=50;
param:	ARC:	D:=
1	5	12.420000
1	19	23.820000
1	9	24.290001
1	41	28.320000
1	29	35.810001
1	26	38.472000
1	8	40.209999
1	12	40.610001
1	21	44.930000
1	2	47.180000
1	16	55.000000
1	25	55.230000
1	49	64.200996
1	27	66.190002
1	13	67.059998
1	28	67.430000
1	45	70.739998
1	10	74.910004
1	32	79.470001
1	24	80.360001
2	19	37.770000
2	32	45.880001
2	1	46.950001
2	5	50.689999
2	29	50.939999
2	16	54.529999
2	12	56.790001
2	25	64.709999
2	8	64.800003
2	9	70.290001
2	41	71.129997
2	21	73.480003
2	49	73.849998
2	10	75.480003
2	28	80.550003
2	26	84.669998
2	13	88.949997
2	4	91.760002
2	42	93.730003
2	27	95.400002
3	50	19.410000
3	46	26.240000
3	38	34.650002
3	6	38.419998
3	31	44.639999
3	15	46.230000
3	7	51.509998
3	39	51.549999
3	24	54.419998
3	33	54.669998
3	34	54.900002
3	40	59.189999
3	35	59.660000
3	43	60.959999
3	27	64.220001
3	30	65.300003
3	45	69.190002
3	23	69.349998
3	20	70.309998
3	13	78.650002
4	42	9.620000
4	47	13.630000
4	11	22.049999
4	10	26.181000
4	49	46.671001
4	16	47.741001
4	28	50.049999
4	25	51.631001
4	32	52.750000
4	17	53.511002
4	48	60.560001
4	12	61.570999
4	13	63.419998
4	29	66.761002
4	8	69.420998
4	35	74.570999
4	45	74.769997
4	19	77.280998
4	22	77.580002
4	21	78.490997
5	1	12.940000
5	9	22.870001
5	19	35.250000
5	26	37.250000
5	41	39.900002
5	29	47.240002
5	2	50.689999
5	12	52.040001
5	8	52.310001
5	21	57.029999
5	16	66.430000
5	25	66.660004
5	49	76.301003
5	27	78.290001
5	13	79.160004
5	28	79.529999
5	45	82.839996
5	10	86.339996
5	32	90.650002
5	24	92.459999
6	31	32.430000
6	3	38.189999
6	46	51.990002
6	50	56.060001
6	33	64.889999
6	38	66.190002
6	43	72.349998
6	15	73.709999
6	30	76.849998
6	34	77.129997
6	40	81.330002
6	39	81.599998
6	23	84.709999
6	35	85.230003
6	24	85.959999
6	7	86.690002
6	37	94.250000
6	20	97.169998
6	45	99.410004
6	27	100.870003
7	39	19.430000
7	27	31.790001
7	50	34.700001
7	46	35.869999
7	20	37.590000
7	24	38.160000
7	40	40.430000
7	38	42.779999
7	15	48.889999
7	3	51.230000
7	45	51.470001
7	21	52.860001
7	33	54.270000
7	41	56.029999
7	35	60.709999
7	13	60.930000
7	8	62.470001
7	34	64.480003
7	28	74.470001
7	12	75.470001
8	21	12.350000
8	12	14.160000
8	29	18.059999
8	25	19.490000
8	49	26.410000
8	19	27.360001
8	13	27.959999
8	28	28.500000
8	16	30.309999
8	41	31.770000
8	27	31.820000
8	45	32.480000
8	1	40.270000
8	10	44.439999
8	24	44.490002
8	17	48.810001
8	5	52.180000
8	35	54.722000
8	15	59.220001
8	7	63.009998
9	26	15.430000
9	5	22.879999
9	1	24.379999
9	41	37.770000
9	19	47.799999
9	29	59.790001
9	21	62.680000
9	8	63.370998
9	12	64.251999
9	2	70.089996
