param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	1386	15	39	365
2	522	6	13	325
3	843	9	58	378
4	2076	23	54	391
5	396	4	41	355
6	1041	12	45	386
7	510	6	46	359
8	2007	22	63	392
9	783	9	64	395
10	2190	24	36	380
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
;
param q_real:=2;
param	nth:=9;
param	nth1:=10;
param:	ARC:	D:=
1	10	32.130001
1	2	36.990002
1	6	39.660000
1	4	42.279999
1	5	49.400002
1	3	57.790001
1	7	61.200001
1	9	82.809998
1	8	86.191002
2	10	13.610000
2	6	20.400000
2	5	21.180000
2	3	24.730000
2	4	32.119999
2	7	34.220001
2	1	37.310001
2	9	55.830002
2	8	63.080002
3	5	9.600000
3	7	17.160000
3	2	24.680000
3	10	28.610001
3	9	38.770000
3	6	40.509998
3	8	49.029999
3	4	52.000000
3	1	58.189999
4	6	13.870000
4	2	31.070000
4	1	42.400002
4	10	43.919998
4	5	51.020000
4	3	51.360001
4	7	64.059998
4	9	85.669998
4	8	92.919998
5	3	9.670000
5	7	13.800000
5	10	19.650000
5	2	21.150000
5	9	35.410000
5	6	39.950001
5	8	42.919998
5	1	49.230000
5	4	51.669998
6	4	14.580000
6	2	20.059999
6	10	32.910000
6	1	39.830002
6	5	40.009998
6	3	40.799999
6	7	53.049999
6	9	74.660004
6	8	81.910004
7	5	13.680000
7	3	17.090000
7	9	23.260000
7	10	31.969999
7	8	33.270000
7	2	34.480000
7	6	53.279999
7	1	61.549999
7	4	65.000000
8	9	21.400000
8	7	33.290001
8	5	43.500000
8	3	48.820000
8	10	59.721001
8	2	63.340000
8	6	82.139999
8	1	86.681000
8	4	93.860001
9	8	21.420000
9	7	23.240000
9	5	35.259998
9	3	38.669998
9	10	53.549999
9	2	56.060001
9	6	74.860001
9	1	83.129997
9	4	86.580002
10	2	13.750000
10	5	20.080000
10	3	28.469999
10	7	31.879999
10	1	32.139999
10	6	33.160000
10	4	44.880001
10	9	53.490002
10	8	59.660999
0	8	15.140000
0	9	19.830000
0	7	37.160000
0	5	48.459999
0	3	52.820000
0	10	65.879997
0	2	68.580002
0	6	87.379997
0	1	95.459999
0	4	99.099998
8	0	14.820000
9	0	19.799999
7	0	37.099998
5	0	48.169998
3	0	52.959999
