param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	1176	13	72	397
2	1908	21	59	397
3	2025	22	52	389
4	324	4	79	385
5	2085	23	69	403
6	1407	16	34	351
7	1305	14	89	415
8	1995	22	30	377
9	1188	13	70	393
10	1080	12	69	386
11	1887	21	42	383
12	2445	27	10	347
13	759	8	69	409
14	2274	25	79	424
15	2016	22	49	383
16	1698	19	63	385
17	666	7	23	331
18	318	4	57	381
19	2310	26	37	396
20	1047	12	79	402
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
4	15000	200	1.79961e-005	2.66374
;
param q_real:=4;
param	nth:=19;
param	nth1:=20;
param:	ARC:	D:=
1	17	34.040001
1	4	38.049999
1	16	43.980000
1	19	44.570000
1	9	55.610001
1	14	64.330002
1	3	68.050003
1	18	68.181000
1	8	71.570000
1	12	74.080002
1	15	75.739998
1	7	76.879997
1	6	81.339996
1	10	84.080002
1	20	89.080002
1	5	105.949997
1	2	116.669998
1	11	129.419998
1	13	129.720993
2	12	44.880001
2	15	48.090000
2	3	51.070000
2	20	59.630001
2	9	65.059998
2	5	69.760002
2	10	76.150002
2	7	79.220001
2	6	84.449997
2	19	94.940002
2	11	95.570000
2	18	95.629997
2	13	105.599998
2	14	113.809998
2	17	115.920998
2	1	116.629997
2	8	118.320000
2	16	118.760002
2	4	139.291000
3	9	14.750000
3	15	16.219999
3	12	17.600000
3	20	37.419998
3	19	49.369999
3	10	50.651001
3	2	50.709999
3	7	52.020000
3	6	56.241001
3	18	60.669998
3	5	63.130001
3	1	68.110001
3	17	73.699997
3	16	77.550003
3	14	80.480003
3	8	84.989998
3	11	87.839996
3	4	96.309998
3	13	97.309998
4	17	23.600000
4	16	30.219999
4	1	37.939999
4	14	52.220001
4	8	56.200001
4	18	68.239998
4	7	79.550003
4	19	81.169998
4	9	81.680000
4	12	95.000999
4	3	95.940002
4	15	104.410004
4	6	117.940002
4	20	119.699997
4	13	120.010002
4	10	120.680000
4	11	132.169998
4	2	139.360992
4	5	142.550003
5	10	22.459999
5	20	27.520000
5	6	28.840000
5	15	47.290001
5	19	62.310001
5	3	62.889999
5	2	69.750000
5	12	71.889999
5	9	72.339996
5	1	105.919998
5	7	111.230003
5	18	116.959999
5	17	122.139999
5	16	128.119995
5	14	136.770004
5	8	141.279999
5	11	142.130005
5	4	142.639999
5	13	151.600006
6	10	9.410000
6	20	28.320000
6	5	28.740000
6	19	37.759998
6	15	44.439999
6	3	56.491001
6	9	64.320000
6	12	68.810997
6	1	81.370003
6	2	84.190002
6	7	100.459999
6	17	103.029999
6	18	105.220001
6	16	109.730003
6	4	118.089996
6	14	124.209999
6	8	129.539993
6	11	139.130997
6	13	148.600998
7	18	16.670000
7	14	35.380001
7	8	39.889999
7	9	40.720001
7	12	43.520000
7	3	52.730000
7	11	53.669998
7	16	54.099998
7	17	56.570000
7	13	60.021000
7	15	65.650002
7	19	76.269997
7	1	77.089996
7	2	79.370003
7	4	79.949997
7	20	86.190002
7	10	96.690002
7	6	100.790001
7	5	111.900002
8	14	8.560000
8	18	24.670000
8	16	29.580000
8	7	40.299999
8	17	41.070000
8	4	56.250000
8	13	63.959999
8	1	70.849998
8	9	72.709999
8	12	78.220001
8	11	78.279999
8	3	85.320000
8	15	97.089996
8	19	99.260002
8	20	115.570000
8	2	118.830002
8	10	125.510002
8	6	129.610001
8	5	141.279999
9	3	14.750000
9	12	22.370001
9	15	27.670000
9	7	40.110001
9	19	43.599998
9	20	46.660000
9	18	48.330002
9	1	55.520000
9	17	59.410000
9	10	59.431000
9	16	63.259998
9	6	64.410004
9	2	64.669998
9	14	68.139999
9	5	72.370003
9	8	72.650002
9	11	80.771004
9	4	82.019997
9	13	88.191002
10	6	9.620000
10	20	21.820000
10	5	22.350000
10	15	38.730000
10	19	40.389999
10	3	50.780998
10	9	59.651001
10	12	63.101002
10	2	76.110001
10	1	84.000000
10	7	96.269997
10	18	101.029999
10	17	103.120003
10	16	109.099998
10	4	120.720001
10	14	120.839996
10	8	125.349998
10	11	133.421005
10	13	142.891006
11	13	34.900002
11	7	53.220001
11	18	64.449997
11	12	70.949997
11	8	78.230003
11	14	79.709999
11	9	81.360001
11	3	87.830002
11	2	95.830002
11	15	97.570000
11	16	101.739998
11	17	107.370003
11	20	118.790001
11	19	120.610001
11	1	129.279999
11	4	133.210007
11	10	133.570999
11	6	139.160995
11	5	142.699997
12	3	17.320000
12	9	22.790001
12	15	27.059999
12	7	43.509998
12	2	44.840000
12	20	48.279999
12	18	53.869999
12	19	62.330002
12	10	62.951000
12	6	68.541000
12	11	70.860001
12	17	71.670998
12	5	72.190002
12	14	73.680000
12	1	74.129997
12	16	74.510002
12	8	78.190002
12	13	80.050003
12	4	95.041000
13	11	34.750000
13	7	59.941002
13	18	62.549999
13	8	64.190002
13	14	70.589996
13	12	79.610001
13	9	88.850998
13	16	92.769997
13	3	96.489998
13	17	104.260002
13	2	105.220001
13	15	106.230003
13	4	120.260002
13	20	127.449997
13	19	128.100998
13	1	129.440994
13	10	142.231003
13	6	147.820999
13	5	151.360001
14	8	8.470000
14	18	20.120001
14	16	23.469999
14	17	34.959999
14	7	35.750000
14	4	52.270000
14	1	63.520000
14	9	68.160004
14	13	70.470001
14	12	73.669998
14	11	79.760002
14	3	80.769997
14	19	91.940002
14	15	92.540001
14	20	111.019997
14	2	114.279999
14	10	120.919998
14	6	123.940002
14	5	136.729996
15	3	16.209999
15	20	21.790001
15	12	26.990000
15	9	27.660000
15	10	38.869999
15	6	44.459999
15	19	46.599998
15	5	47.459999
15	2	47.959999
15	7	64.930000
15	18	72.830002
15	1	75.919998
15	17	82.269997
15	16	86.120003
15	14	92.639999
15	8	97.150002
15	11	97.230003
15	4	104.879997
15	13	106.699997
16	17	12.160000
16	14	23.100000
16	8	29.320000
16	4	30.490000
16	18	38.380001
16	1	43.750000
16	7	54.009998
16	9	63.020000
16	19	73.029999
16	12	74.750000
16	3	77.279999
16	15	85.750000
16	13	92.309998
16	11	101.430000
16	20	104.230003
16	10	109.070000
16	6	109.800003
16	2	119.110001
16	5	128.029999
17	16	12.220000
17	4	23.820000
17	1	33.799999
17	14	34.930000
17	8	41.169998
17	18	45.390999
17	7	56.490002
17	9	59.040001
17	19	65.769997
17	12	71.490997
17	3	73.300003
17	15	81.769997
17	20	99.029999
17	6	102.540001
17	10	103.070000
17	13	104.160004
