param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	1590	18	85	423
2	990	11	15	331
3	1215	13	22	344
4	1218	14	28	365
5	1704	19	58	405
6	1977	22	15	342
7	900	10	29	356
8	990	11	63	375
9	2160	24	58	392
10	621	7	64	373
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
;
param q_real:=2;
param	nth:=9;
param	nth1:=10;
param:	ARC:	D:=
1	5	11.070000
1	8	53.599998
1	10	76.910004
1	2	81.870003
1	4	90.330002
1	9	98.480003
1	7	122.640999
1	6	140.570007
1	3	166.470993
2	4	10.830000
2	10	10.940000
2	9	21.260000
2	8	31.959999
2	7	56.220001
2	1	81.370003
2	6	81.449997
2	5	90.341003
2	3	98.540001
3	7	42.889999
3	9	79.019997
3	6	87.739998
3	4	93.470001
3	2	98.139999
3	10	99.180000
3	8	117.050003
3	1	165.931000
3	5	178.281998
4	2	10.580000
4	9	16.469999
4	10	17.709999
4	8	40.150002
4	7	51.430000
4	6	76.660004
4	1	89.559998
4	3	93.750000
4	5	98.530998
5	1	11.040000
5	8	63.480999
5	10	86.041000
5	2	91.000999
5	4	99.460999
5	9	107.611000
5	7	131.990997
5	6	150.460007
5	3	178.690994
6	7	57.560001
6	9	62.130001
6	4	76.580002
6	2	81.250000
6	10	82.110001
6	3	87.559998
6	8	94.970001
6	1	140.729996
6	5	150.389999
7	9	36.590000
7	3	43.020000
7	4	51.040001
7	2	55.709999
7	10	56.750000
7	6	57.689999
7	8	74.529999
7	1	123.411003
7	5	132.901001
8	10	27.049999
8	2	32.009998
8	4	40.470001
8	9	48.619999
8	1	53.639999
8	5	62.800999
8	7	75.019997
8	6	94.580002
8	3	117.690002
9	4	16.580000
9	2	21.250000
9	10	22.290001
9	7	36.880001
9	8	48.650002
9	6	62.110001
9	3	79.199997
9	1	98.059998
9	5	107.030998
10	2	11.480000
10	4	18.040001
10	9	21.959999
10	8	26.930000
10	7	56.919998
10	1	76.339996
10	6	82.150002
10	5	85.310997
10	3	99.239998
0	4	7.810000
0	9	9.540000
0	2	12.360000
0	10	13.370000
0	8	39.759998
0	7	44.500000
0	6	69.730003
0	3	86.820000
0	1	89.169998
0	5	98.140999
4	0	7.750000
9	0	9.920000
2	0	12.240000
10	0	12.470000
8	0	39.130001
7	0	44.380001
6	0	69.919998
3	0	86.809998
1	0	88.989998
5	0	98.121002
;
param:	v:=
1	5	1	99
1	5	2	32
1	5	3	25
1	5	4	54
1	5	5	92
1	8	1	78
1	8	2	43
1	8	3	17
1	8	4	48
1	8	5	88
1	10	1	87
1	10	2	31
1	10	3	25
1	10	4	40
1	10	5	84
1	2	1	83
1	2	2	43
1	2	3	16
1	2	4	41
1	2	5	94
1	4	1	71
1	4	2	42
1	4	3	22
1	4	4	40
1	4	5	87
1	9	1	87
1	9	2	45
1	9	3	25
1	9	4	41
1	9	5	84
1	7	1	94
1	7	2	44
1	7	3	20
1	7	4	59
1	7	5	93
1	6	1	96
1	6	2	50
1	6	3	11
1	6	4	60
1	6	5	100
1	3	1	80
1	3	2	42
1	3	3	22
1	3	4	31
1	3	5	82
2	4	1	97
2	4	2	37
2	4	3	15
2	4	4	39
2	4	5	79
2	10	1	72
2	10	2	58
2	10	3	17
2	10	4	43
2	10	5	84
2	9	1	87
2	9	2	52
2	9	3	10
2	9	4	59
2	9	5	99
2	8	1	74
2	8	2	46
2	8	3	26
2	8	4	38
2	8	5	70
2	7	1	75
2	7	2	53
2	7	3	15
2	7	4	35
2	7	5	100
2	1	1	95
2	1	2	52
2	1	3	23
2	1	4	38
2	1	5	72
2	6	1	95
2	6	2	56
2	6	3	19
2	6	4	60
2	6	5	74
2	5	1	80
2	5	2	37
2	5	3	14
2	5	4	57
2	5	5	97
2	3	1	75
2	3	2	44
2	3	3	28
2	3	4	56
2	3	5	77
3	7	1	88
3	7	2	40
3	7	3	29
3	7	4	55
3	7	5	96
3	9	1	73
3	9	2	35
3	9	3	17
3	9	4	49
3	9	5	83
3	6	1	81
3	6	2	46
3	6	3	29
3	6	4	51
3	6	5	99
3	4	1	78
3	4	2	59
3	4	3	18
3	4	4	39
3	4	5	76
3	2	1	85
3	2	2	56
3	2	3	13
3	2	4	60
3	2	5	100
3	10	1	98
3	10	2	48
3	10	3	17
3	10	4	55
3	10	5	82
3	8	1	97
3	8	2	42
3	8	3	16
3	8	4	46
3	8	5	90
3	1	1	94
3	1	2	45
3	1	3	26
3	1	4	33
3	1	5	92
3	5	1	99
3	5	2	43
3	5	3	18
3	5	4	53
3	5	5	89
4	2	1	91
4	2	2	51
4	2	3	12
4	2	4	57
4	2	5	94
4	9	1	85
4	9	2	35
4	9	3	29
4	9	4	53
4	9	5	89
4	10	1	89
4	10	2	53
4	10	3	29
4	10	4	30
4	10	5	100
4	8	1	89
4	8	2	58
4	8	3	20
4	8	4	49
4	8	5	88
4	7	1	70
4	7	2	31
4	7	3	12
4	7	4	53
4	7	5	89
4	6	1	76
4	6	2	32
4	6	3	24
4	6	4	33
4	6	5	91
4	1	1	83
4	1	2	46
4	1	3	19
4	1	4	53
4	1	5	70
4	3	1	89
4	3	2	41
4	3	3	11
4	3	4	57
4	3	5	97
4	5	1	71
4	5	2	45
4	5	3	11
4	5	4	42
4	5	5	73
5	1	1	93
5	1	2	57
5	1	3	16
5	1	4	31
5	1	5	89
5	8	1	92
5	8	2	52
5	8	3	17
5	8	4	47
5	8	5	93
5	10	1	91
5	10	2	56
5	10	3	22
5	10	4	49
5	10	5	89
5	2	1	92
5	2	2	33
5	2	3	19
5	2	4	60
5	2	5	98
5	4	1	78
5	4	2	34
5	4	3	14
5	4	4	33
5	4	5	78
5	9	1	76
5	9	2	42
5	9	3	23
5	9	4	57
5	9	5	79
5	7	1	95
5	7	2	53
5	7	3	11
5	7	4	60
5	7	5	88
5	6	1	90
5	6	2	54
5	6	3	24
5	6	4	57
5	6	5	95
5	3	1	75
5	3	2	40
5	3	3	26
5	3	4	31
5	3	5	79
6	7	1	88
6	7	2	33
6	7	3	18
6	7	4	57
6	7	5	86
6	9	1	98
6	9	2	45
6	9	3	27
6	9	4	45
6	9	5	80
6	4	1	87
6	4	2	41
6	4	3	16
6	4	4	58
6	4	5	83
6	2	1	89
6	2	2	33
6	2	3	20
6	2	4	50
6	2	5	75
6	10	1	95
6	10	2	52
6	10	3	28
6	10	4	59
6	10	5	74
6	3	1	93
6	3	2	48
6	3	3	26
6	3	4	58
6	3	5	76
6	8	1	74
6	8	2	59
6	8	3	25
6	8	4	48
6	8	5	83
6	1	1	91
6	1	2	48
6	1	3	14
6	1	4	47
6	1	5	88
6	5	1	97
6	5	2	40
6	5	3	19
6	5	4	45
6	5	5	91
7	9	1	83
7	9	2	57
7	9	3	13
7	9	4	58
7	9	5	92
7	3	1	99
7	3	2	56
7	3	3	11
7	3	4	35
7	3	5	74
7	4	1	98
7	4	2	52
7	4	3	12
7	4	4	32
7	4	5	96
7	2	1	70
7	2	2	36
7	2	3	16
7	2	4	39
7	2	5	71
7	10	1	92
7	10	2	46
7	10	3	15
7	10	4	33
7	10	5	75
7	6	1	87
7	6	2	44
7	6	3	14
7	6	4	32
7	6	5	93
7	8	1	87
7	8	2	31
7	8	3	17
7	8	4	31
7	8	5	93
7	1	1	82
7	1	2	49
7	1	3	21
7	1	4	46
7	1	5	77
7	5	1	80
7	5	2	41
7	5	3	21
7	5	4	38
7	5	5	76
8	10	1	79
8	10	2	36
8	10	3	18
8	10	4	42
8	10	5	72
8	2	1	75
8	2	2	54
8	2	3	18
8	2	4	59
8	2	5	78
8	4	1	89
8	4	2	60
8	4	3	29
8	4	4	59
8	4	5	85
8	9	1	78
8	9	2	57
8	9	3	24
8	9	4	30
8	9	5	90
8	1	1	85
8	1	2	39
8	1	3	28
8	1	4	37
8	1	5	74
8	5	1	89
8	5	2	49
8	5	3	10
8	5	4	60
8	5	5	94
8	7	1	79
8	7	2	44
8	7	3	19
8	7	4	39
8	7	5	71
8	6	1	90
8	6	2	49
8	6	3	10
8	6	4	47
8	6	5	88
8	3	1	97
8	3	2	35
8	3	3	29
8	3	4	52
8	3	5	86
9	4	1	80
9	4	2	50
9	4	3	18
9	4	4	35
9	4	5	73
9	2	1	88
9	2	2	30
9	2	3	15
9	2	4	40
9	2	5	94
9	10	1	71
9	10	2	41
9	10	3	22
9	10	4	54
9	10	5	80
9	7	1	99
9	7	2	34
9	7	3	25
9	7	4	57
9	7	5	83
9	8	1	97
9	8	2	49
9	8	3	26
9	8	4	59
9	8	5	73
9	6	1	75
9	6	2	30
9	6	3	26
9	6	4	32
9	6	5	93
9	3	1	85
9	3	2	52
9	3	3	24
9	3	4	55
9	3	5	77
9	1	1	97
9	1	2	34
9	1	3	14
9	1	4	54
9	1	5	77
9	5	1	85
9	5	2	50
9	5	3	27
9	5	4	45
9	5	5	83
10	2	1	70
10	2	2	49
10	2	3	29
10	2	4	51
10	2	5	89
10	4	1	75
10	4	2	39
10	4	3	19
10	4	4	53
10	4	5	75
10	9	1	76
10	9	2	37
10	9	3	28
10	9	4	46
10	9	5	91
10	8	1	71
10	8	2	30
10	8	3	10
10	8	4	42
10	8	5	92
10	7	1	72
10	7	2	36
