param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	2085	23	37	383
2	2469	27	22	351
3	789	9	36	351
4	753	8	12	346
5	1074	12	75	410
6	324	4	47	370
7	2334	26	44	376
8	2328	26	85	415
9	1722	19	75	420
10	1989	22	24	353
11	840	9	12	354
12	1125	12	20	358
13	642	7	62	400
14	1383	15	55	382
15	1821	20	24	375
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
4	15000	200	1.79961e-005	2.66374
;
param q_real:=3;
param	nth:=14;
param	nth1:=15;
param:	ARC:	D:=
1	6	36.840000
1	10	48.200001
1	13	49.990002
1	12	63.480000
1	4	73.459999
1	11	79.000000
1	9	80.970001
1	8	87.139999
1	7	95.510002
1	2	100.129997
1	14	109.801003
1	15	116.611000
1	5	119.820000
1	3	124.410004
2	9	68.879997
2	3	75.320000
2	6	80.580002
2	4	89.280998
2	1	100.650002
2	7	116.750999
2	5	120.900002
2	10	129.399994
2	13	136.350006
2	12	138.330002
2	14	144.600998
2	15	151.001007
2	8	160.649994
2	11	180.561005
3	9	44.430000
3	5	63.310001
3	7	74.769997
3	2	75.519997
3	14	96.720001
3	15	99.949997
3	10	122.070000
3	6	123.050003
3	1	124.239998
3	13	129.679993
3	8	138.339996
3	4	142.320007
3	11	168.009995
3	12	178.669998
4	6	38.230000
4	12	57.860001
4	1	73.400002
4	2	89.419998
4	9	115.190002
4	10	120.889999
4	13	122.680000
4	11	141.080002
4	3	142.039993
4	7	148.679993
4	8	159.272003
4	5	168.029999
4	14	173.830994
4	15	180.949997
5	7	25.629999
5	14	40.290001
5	15	41.650002
5	9	53.049999
5	3	63.299999
5	8	86.260002
5	10	90.120003
5	13	97.730003
5	1	119.800003
5	2	120.739998
5	11	128.470001
5	6	134.470001
5	4	167.770004
5	12	181.380005
6	1	36.900002
6	4	38.200001
6	12	57.689999
6	2	80.739998
6	10	84.389999
6	9	85.300003
6	13	86.180000
6	11	109.620003
6	7	111.809998
6	8	122.402000
6	3	122.940002
6	5	134.880005
6	14	135.660004
6	15	142.160004
7	5	25.420000
7	14	27.850000
7	15	34.250000
7	9	48.640999
7	10	64.760002
7	8	65.231003
7	13	72.370003
7	3	74.769997
7	1	95.849998
7	11	104.010002
7	6	111.669998
7	2	116.681000
7	4	148.729996
7	12	157.429993
8	10	39.259998
8	13	39.919998
8	11	48.580002
8	14	51.919998
8	15	56.200001
8	7	64.940002
8	5	86.150002
8	1	87.000000
8	9	101.389999
8	6	122.583000
8	12	133.589996
8	3	138.179993
8	2	158.210007
8	4	159.643005
9	3	44.750000
9	7	48.570999
9	5	53.020000
9	2	68.809998
9	14	76.420998
9	1	80.760002
9	15	82.820999
9	10	84.599998
9	6	85.070000
9	13	92.209999
9	8	101.769997
9	4	115.269997
9	11	128.149994
9	12	134.759995
10	13	8.200000
10	8	39.459999
10	11	43.290001
10	1	48.560001
10	7	64.540001
10	14	70.629997
10	15	76.620003
10	9	84.180000
10	6	84.839996
10	5	89.500000
10	12	101.730003
10	4	121.459999
10	3	122.150002
10	2	128.809998
11	13	37.070000
11	10	43.450001
11	8	48.480000
11	1	79.059998
11	14	98.910004
11	15	103.480003
11	7	103.949997
11	12	108.080002
11	6	110.580002
11	9	127.910004
11	5	128.240005
11	4	141.970001
11	3	166.110001
11	2	180.431000
12	6	57.639999
12	4	57.919998
12	1	63.369999
12	13	98.250000
12	10	101.489998
12	11	107.059998
12	8	133.449997
12	9	134.889999
12	2	138.460007
12	7	156.830002
12	14	171.231003
12	15	177.699997
12	3	178.550003
12	5	181.139999
13	10	8.220000
13	11	36.869999
13	8	40.049999
13	1	50.419998
13	7	72.220001
13	14	76.239998
13	15	80.809998
13	6	86.699997
