param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	969	11	36	367
2	2325	26	24	357
3	1386	15	18	361
4	1779	20	58	391
5	2097	23	69	396
6	1575	17	87	418
7	1080	12	50	386
8	1191	13	23	362
9	342	4	72	404
10	987	11	58	376
11	1095	12	87	417
12	378	4	69	385
13	2457	27	73	412
14	1800	20	25	345
15	1968	22	85	439
16	990	11	41	374
17	1173	13	47	360
18	378	4	45	356
19	585	6	23	344
20	381	4	15	348
21	1227	14	47	367
22	2112	23	67	401
23	705	8	67	375
24	1818	20	35	382
25	2064	23	81	433
26	1077	12	65	410
27	2349	26	35	390
28	2031	23	49	401
29	441	5	35	363
30	783	9	17	353
31	1275	14	18	364
32	1668	19	29	376
33	1794	20	20	364
34	552	6	42	363
35	1953	22	31	378
36	1227	14	44	378
37	915	10	79	408
38	528	6	61	385
39	2229	25	49	383
40	1677	19	71	418
41	825	9	49	374
42	1737	19	38	379
43	1035	11	84	400
44	2139	24	24	350
45	1248	14	31	360
46	2220	25	65	419
47	2289	25	80	423
48	483	5	76	409
49	1260	14	20	335
50	528	6	75	395
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
4	15000	200	1.79961e-005	2.66374
5	10000	150	2.2384e-005	2.66374
6	15000	200	1.79961e-005	2.66374
7	10000	150	2.2384e-005	2.66374
8	15000	200	1.79961e-005	2.66374
9	10000	150	2.2384e-005	2.66374
10	15000	200	1.79961e-005	2.66374
;
param q_real:=10;
param	nth:=20;
param	nth1:=50;
param:	ARC:	D:=
1	3	5.050000
1	21	12.990000
1	10	14.910000
1	13	17.969999
1	32	22.190001
1	38	22.709999
1	8	25.080000
1	19	27.840000
1	9	28.870001
1	45	31.451000
1	41	33.270000
1	50	33.299999
1	5	36.209999
1	33	38.230999
1	43	38.549999
1	27	41.279999
1	46	49.459999
1	6	50.800999
1	24	52.290001
1	47	53.450001
2	40	19.840000
2	18	22.840000
2	11	32.349998
2	4	35.540001
2	7	35.970001
2	6	40.671001
2	42	42.799999
2	30	42.869999
2	35	43.160000
2	29	46.540001
2	15	52.099998
2	23	52.910000
2	5	54.431000
2	46	54.730999
2	24	57.330002
2	27	60.169998
2	44	65.459999
2	19	68.680000
2	32	69.879997
2	8	73.519997
3	1	4.420000
3	13	15.590000
3	21	15.800000
3	10	15.840000
3	32	17.980000
3	8	22.450001
3	19	23.639999
3	38	24.231001
3	9	30.391001
3	41	30.889999
3	5	32.000000
3	45	32.381001
3	50	34.820999
3	43	36.330002
3	27	38.650002
3	33	39.160999
3	46	45.250000
3	6	46.591000
3	24	48.080002
3	22	53.549999
4	15	31.900000
4	7	34.799999
4	11	35.380001
4	2	35.401001
4	18	37.580002
4	40	49.750000
4	30	63.889999
4	42	64.239998
4	35	65.800003
4	29	72.269997
4	6	73.972000
4	23	78.639999
4	24	81.410004
4	46	83.389999
4	5	87.732002
4	27	94.099998
4	44	95.379997
4	19	103.070999
4	32	103.302002
4	8	108.699997
5	46	14.030000
5	6	16.750000
5	32	16.770000
5	19	21.700001
5	24	21.870001
5	35	28.240000
5	42	30.200001
5	30	31.959999
5	3	32.169998
5	27	33.570000
5	8	34.110001
5	1	35.950001
5	13	41.520000
5	10	43.459999
5	25	44.070999
5	22	45.459999
5	21	46.321999
5	34	47.360001
5	20	50.780998
