param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	1155	13	13	326
2	1650	18	87	412
3	1125	12	33	353
4	372	4	12	347
5	1179	13	42	374
6	426	5	87	392
7	1233	14	26	370
8	504	6	86	422
9	1200	13	23	339
10	1224	14	26	369
11	1695	19	58	383
12	2400	27	55	397
13	1926	21	57	403
14	423	5	55	392
15	369	4	28	356
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
;
param q_real:=3;
param	nth:=14;
param	nth1:=15;
param:	ARC:	D:=
1	3	18.260000
1	5	25.830000
1	13	32.020000
1	6	38.320000
1	7	40.439999
1	11	41.300999
1	8	43.619999
1	9	49.680000
1	15	49.939999
1	14	52.049999
1	10	53.030998
1	12	60.951000
1	4	75.490997
1	2	121.230003
2	4	49.599998
2	12	65.089996
2	10	71.220001
2	8	84.680000
2	9	86.370003
2	6	89.879997
2	13	103.800003
2	5	106.080002
2	1	121.669998
2	3	137.641006
2	15	152.059998
2	7	159.811005
2	11	160.671997
2	14	171.421005
3	1	17.889999
3	7	29.510000
3	15	37.130001
3	11	38.330002
3	14	41.119999
3	5	43.139999
3	13	45.270000
3	6	55.230000
3	8	57.880001
3	9	62.970001
3	10	66.320999
3	12	74.240997
3	4	88.780998
3	2	137.990997
4	12	16.459999
4	10	22.590000
4	8	36.000000
4	9	37.740002
4	6	47.709999
4	2	49.500000
4	13	55.169998
4	5	63.910000
4	1	75.210999
4	3	88.530998
4	7	110.700996
4	11	111.561996
4	15	112.792000
4	14	122.310997
5	6	20.059999
5	1	25.590000
5	8	36.110001
5	3	43.220001
5	13	43.240002
5	10	50.570000
5	9	55.290001
5	12	59.590000
5	15	62.840000
5	4	64.239998
5	7	65.400002
5	11	66.261002
5	14	77.010002
5	2	105.989998
6	5	20.170000
6	8	33.160000
6	1	38.250000
6	13	44.869999
6	10	47.619999
6	4	47.820000
6	9	52.340000
6	3	55.419998
6	12	56.639999
6	15	68.902000
6	7	77.589996
6	11	78.450996
6	14	89.199997
6	2	89.570000
7	14	11.740000
7	11	22.500000
7	3	29.480000
7	1	40.070000
7	15	51.299999
7	5	65.320000
7	13	67.449997
7	6	77.410004
7	8	80.059998
7	9	85.150002
7	10	88.500999
7	12	96.420998
7	4	110.960999
7	2	160.171005
8	10	15.260000
8	12	24.280001
8	9	25.570000
8	13	26.870001
8	6	33.099998
8	5	36.110001
8	4	36.340000
8	1	44.349998
8	3	58.191002
8	7	80.361000
8	11	81.222000
8	2	84.580002
8	15	87.639999
8	14	91.971001
9	10	19.490000
9	13	21.690001
9	12	22.740000
9	8	25.650000
9	4	38.330002
9	1	49.889999
9	6	52.470001
9	5	55.480000
9	3	63.209999
9	7	85.379997
9	11	86.240997
9	2	86.430000
9	15	96.720001
9	14	96.989998
10	12	9.600000
10	8	15.190000
10	9	19.600000
10	4	23.040001
10	13	34.340000
10	6	47.299999
10	5	50.310001
10	1	53.201000
10	3	66.521004
10	2	71.139999
10	7	88.691002
10	11	89.552002
10	15	100.030998
10	14	100.301003
11	7	22.540001
11	14	24.200001
11	3	36.759998
11	1	40.311001
11	15	58.580002
11	5	65.560997
11	13	67.691002
11	6	77.651001
11	8	80.301003
11	9	85.390999
11	10	88.741997
11	12	96.662003
11	4	111.202003
11	2	160.412003
12	10	9.370000
12	4	16.910000
12	9	22.750000
12	8	23.980000
12	13	40.220001
12	6	56.090000
12	5	59.099998
12	1	61.390999
12	2	65.010002
12	3	74.710999
12	7	96.880997
12	11	97.741997
12	15	108.221001
12	14	108.490997
13	9	21.730000
13	8	27.040001
13	1	32.220001
13	10	34.070000
13	12	39.860001
13	5	43.090000
13	6	44.560001
13	3	45.430000
13	4	55.290001
13	7	67.599998
13	11	68.460999
13	15	78.940002
13	14	79.209999
13	2	103.389999
14	7	11.620000
14	11	23.840000
14	3	40.970001
14	1	51.560001
14	15	62.790001
14	5	76.809998
14	13	78.940002
14	6	88.900002
14	8	91.550003
14	9	96.639999
14	10	99.990997
14	12	107.911003
14	4	122.450996
14	2	171.660995
15	3	37.060001
15	1	49.700001
15	7	51.110001
15	11	59.930000
15	14	62.720001
15	5	62.849998
15	6	67.750000
15	13	78.889999
15	8	87.660004
15	9	96.589996
15	10	99.941002
15	12	107.861000
15	4	112.169998
15	2	150.919998
0	5	12.150000
0	6	14.890000
0	8	24.709999
0	1	25.990000
0	13	31.360001
0	10	39.169998
0	3	41.830002
0	9	43.889999
0	12	48.189999
0	4	56.970001
0	7	64.000000
0	15	64.489998
0	11	64.861000
0	14	75.610001
0	2	98.720001
5	0	12.220000
6	0	14.890000
8	0	24.780001
1	0	25.530001
13	0	31.280001
10	0	38.980000
3	0	41.540001
9	0	44.150002
12	0	47.770000
4	0	57.090000
7	0	63.720001
11	0	63.960999
15	0	64.489998
14	0	75.209999
2	0	99.260002
;
param:	v:=
1	3	1	93
1	3	2	32
1	3	3	27
1	3	4	46
1	3	5	93
1	5	1	75
1	5	2	53
1	5	3	23
1	5	4	39
1	5	5	94
1	13	1	95
1	13	2	38
1	13	3	18
1	13	4	31
1	13	5	88
1	6	1	92
1	6	2	56
1	6	3	10
1	6	4	53
1	6	5	80
1	7	1	77
1	7	2	47
1	7	3	26
1	7	4	51
1	7	5	90
1	11	1	87
1	11	2	46
1	11	3	19
1	11	4	59
1	11	5	100
1	8	1	82
1	8	2	42
1	8	3	29
1	8	4	35
1	8	5	80
