param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	2274	25	12	363
2	309	3	54	386
3	1332	15	13	346
4	1728	19	87	413
5	1722	19	18	345
6	399	4	66	372
7	858	10	80	391
8	1194	13	62	395
9	900	10	23	361
10	2079	23	53	379
11	591	7	65	390
12	924	10	62	374
13	2454	27	60	404
14	1683	19	70	409
15	2214	25	27	354
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
;
param q_real:=3;
param	nth:=14;
param	nth1:=15;
param:	ARC:	D:=
1	10	11.370000
1	4	15.910000
1	7	19.799999
1	9	21.570000
1	15	29.400000
1	3	36.389999
1	11	38.080002
1	5	45.910000
1	14	61.939999
1	2	62.400002
1	13	70.410004
1	6	85.230003
1	12	88.769997
1	8	104.180000
2	5	35.119999
2	14	40.290001
2	3	41.220001
2	12	43.810001
2	13	47.970001
2	15	50.509998
2	4	58.279999
2	8	58.860001
2	1	62.360001
2	10	62.740002
2	9	63.619999
2	6	64.440002
2	7	68.000000
2	11	87.279999
3	15	11.490000
3	5	11.750000
3	4	23.320000
3	9	24.600000
3	14	26.671000
3	10	28.440001
3	7	28.980000
3	13	34.369999
3	1	36.369999
3	2	41.240002
3	11	48.259998
3	6	49.189999
3	12	56.290001
3	8	71.160004
4	10	5.940000
4	9	11.010000
4	7	11.800000
4	15	14.460000
4	1	15.880000
4	3	23.309999
4	11	30.920000
4	5	33.150002
4	14	49.180000
4	13	57.330002
4	2	58.279999
4	6	71.930000
4	12	77.690002
4	8	93.099998
5	3	11.970000
5	14	16.629999
5	15	21.260000
5	13	27.129999
5	4	33.310001
5	9	34.369999
5	2	35.020000
5	10	38.430000
5	7	38.750000
5	6	42.889999
5	1	45.980000
5	12	46.000000
5	11	57.959999
5	8	61.410000
6	13	17.780001
6	14	27.870001
6	12	37.790001
6	5	42.889999
6	8	46.180000
6	3	49.040001
6	15	59.630001
6	2	64.370003
6	9	70.309998
6	4	72.000000
6	7	75.940002
6	10	77.120003
6	1	85.050003
6	11	89.989998
7	9	7.510000
7	10	9.930000
7	4	11.890000
7	15	18.150000
7	11	19.450001
7	1	20.250000
7	3	28.959999
7	5	38.730000
7	14	54.181999
7	13	61.901001
7	2	68.220001
7	6	75.279999
7	12	83.269997
7	8	98.680000
8	12	15.400000
8	13	38.320000
8	14	45.119999
8	6	45.880001
8	2	58.930000
8	5	61.340000
8	3	70.570000
8	15	81.040001
8	4	93.089996
8	9	93.670998
8	7	98.051003
8	10	98.209999
8	1	104.239998
8	11	114.730003
9	7	7.810000
9	4	10.890000
9	10	11.660000
9	15	13.650000
9	1	21.980000
9	3	24.459999
9	11	27.090000
9	5	34.230000
9	14	49.431999
9	13	57.151001
9	2	63.720001
9	6	69.430000
9	12	78.769997
9	8	93.941002
10	4	5.910000
10	7	8.570000
10	9	10.340000
10	1	13.000000
10	15	18.760000
10	11	26.850000
10	3	28.500000
10	5	38.340000
10	14	54.369999
10	13	62.520000
10	2	62.709999
10	6	76.029999
10	12	82.879997
10	8	98.290001
11	7	19.320000
11	9	26.570000
11	10	27.930000
11	4	30.900000
11	15	37.209999
11	1	38.250000
11	3	48.020000
11	5	57.790001
11	14	72.371002
11	13	77.720001
11	2	87.279999
11	6	89.139999
11	12	102.330002
11	8	115.120003
12	8	15.400000
12	13	29.370001
12	14	34.849998
12	6	38.040001
12	2	43.849998
12	5	45.939999
12	3	56.349998
12	15	65.639999
12	4	77.690002
12	9	78.750000
12	10	82.809998
12	7	83.129997
12	1	88.839996
12	11	102.410004
13	14	11.780000
13	6	17.940001
13	5	26.870001
13	12	29.719999
13	3	34.330002
13	8	39.310001
13	15	45.459999
13	2	48.029999
13	4	57.290001
13	9	57.431000
13	7	61.811001
13	10	62.410000
13	1	70.339996
13	11	77.860001
14	13	11.980000
14	5	16.620001
14	3	26.760000
14	6	27.740000
14	12	34.880001
14	15	37.180000
14	2	40.369999
14	8	45.849998
14	4	49.230000
14	9	49.791000
14	7	54.171001
14	10	54.349998
14	1	61.900002
14	11	72.470001
15	3	11.690000
15	9	13.580000
15	4	14.490000
15	7	17.959999
15	10	19.370001
15	5	21.459999
15	1	29.309999
15	11	37.240002
15	14	37.490002
15	13	45.709999
15	2	50.950001
15	6	58.750000
15	12	66.000000
15	8	81.410004
0	15	16.940001
0	3	20.440001
0	9	23.700001
0	5	28.059999
0	4	30.030001
0	7	30.780001
0	10	33.799999
0	14	38.150002
0	13	39.380001
0	11	42.439999
0	1	43.740002
0	6	50.799999
0	2	60.349998
0	12	66.169998
0	8	76.779999
15	0	16.980000
3	0	20.540001
9	0	23.850000
5	0	27.639999
4	0	29.920000
7	0	30.750000
10	0	32.009998
14	0	38.040001
13	0	39.689999
11	0	42.480000
1	0	43.080002
6	0	51.509998
2	0	60.139999
12	0	66.580002
8	0	76.559998
;
param:	v:=
1	10	1	84
1	10	2	60
1	10	3	25
1	10	4	58
1	10	5	87
1	4	1	90
1	4	2	37
1	4	3	22
1	4	4	32
1	4	5	74
1	7	1	78
1	7	2	45
1	7	3	18
1	7	4	49
1	7	5	80
1	9	1	92
1	9	2	47
1	9	3	14
1	9	4	50
1	9	5	98
1	15	1	77
1	15	2	45
1	15	3	24
1	15	4	41
1	15	5	92
1	3	1	87
1	3	2	31
1	3	3	23
1	3	4	36
1	3	5	93
1	11	1	93
1	11	2	41
1	11	3	11
1	11	4	39
1	11	5	96
1	5	1	74
1	5	2	59
1	5	3	22
1	5	4	39
1	5	5	81
1	14	1	90
1	14	2	34
1	14	3	29
1	14	4	37
1	14	5	86
1	2	1	93
1	2	2	59
1	2	3	14
1	2	4	58
1	2	5	70
1	13	1	77
1	13	2	32
1	13	3	19
1	13	4	48
1	13	5	82
1	6	1	73
1	6	2	53
1	6	3	22
1	6	4	36
1	6	5	87
1	12	1	91
1	12	2	35
1	12	3	28
1	12	4	59
1	12	5	88
1	8	1	73
1	8	2	60
1	8	3	22
1	8	4	47
1	8	5	73
2	5	1	87
2	5	2	35
2	5	3	30
2	5	4	60
2	5	5	98
2	14	1	73
2	14	2	42
2	14	3	30
2	14	4	39
2	14	5	94
2	3	1	85
2	3	2	33
2	3	3	20
2	3	4	49
2	3	5	73
2	12	1	73
2	12	2	50
2	12	3	23
2	12	4	45
2	12	5	93
2	13	1	76
2	13	2	34
2	13	3	28
2	13	4	39
2	13	5	88
2	15	1	87
2	15	2	59
2	15	3	28
2	15	4	41
2	15	5	100
2	4	1	91
2	4	2	45
2	4	3	28
2	4	4	46
2	4	5	81
2	8	1	80
2	8	2	30
2	8	3	11
2	8	4	51
2	8	5	99
2	1	1	70
2	1	2	44
2	1	3	17
2	1	4	47
2	1	5	98
2	10	1	93
2	10	2	30
2	10	3	21
2	10	4	59
2	10	5	87
2	9	1	91
2	9	2	31
2	9	3	22
2	9	4	45
2	9	5	84
2	6	1	98
2	6	2	43
2	6	3	26
2	6	4	41
2	6	5	80
2	7	1	77
2	7	2	31
2	7	3	16
2	7	4	38
2	7	5	87
2	11	1	98
2	11	2	40
2	11	3	30
2	11	4	42
2	11	5	97
3	15	1	99
3	15	2	59
3	15	3	16
3	15	4	55
3	15	5	88
3	5	1	100
3	5	2	37
3	5	3	28
3	5	4	44
3	5	5	75
3	4	1	81
3	4	2	43
3	4	3	17
3	4	4	50
3	4	5	95
3	9	1	73
3	9	2	42
3	9	3	28
3	9	4	44
3	9	5	89
3	14	1	88
3	14	2	48
3	14	3	22
3	14	4	35
3	14	5	100
3	10	1	74
3	10	2	50
3	10	3	11
3	10	4	30
3	10	5	89
3	7	1	83
3	7	2	46
3	7	3	17
3	7	4	34
3	7	5	74
3	13	1	71
3	13	2	46
3	13	3	13
3	13	4	44
3	13	5	72
3	1	1	91
