param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	1149	13	85	416
2	426	5	32	340
3	405	4	70	382
4	1038	12	52	365
5	1371	15	63	381
6	1179	13	29	345
7	2082	23	63	404
8	855	9	73	408
9	1221	14	46	388
10	645	7	67	394
11	1884	21	74	409
12	2349	26	48	403
13	1584	18	70	416
14	1407	16	89	435
15	1089	12	12	340
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
4	15000	200	1.79961e-005	2.66374
;
param q_real:=3;
param	nth:=14;
param	nth1:=15;
param:	ARC:	D:=
1	14	43.439999
1	3	72.541000
1	13	77.230003
1	12	83.320000
1	5	92.980003
1	15	111.309998
1	9	124.830002
1	6	135.330002
1	7	136.960007
1	4	138.421997
1	11	140.822006
1	10	141.701996
1	2	152.630005
1	8	155.710007
2	8	6.220000
2	15	59.619999
2	7	60.470001
2	9	61.590000
2	10	92.949997
2	4	98.419998
2	11	101.989998
2	5	103.360001
2	6	104.790001
2	14	109.129997
2	12	118.070999
2	13	122.260002
2	1	152.449997
2	3	158.979996
3	13	40.259998
3	1	72.322998
3	14	87.769997
3	6	92.330002
3	9	109.320000
3	12	142.891998
3	15	149.440002
3	5	149.712006
3	2	158.660004
3	8	162.619995
3	4	185.955002
3	11	188.354996
3	10	189.235001
3	7	189.723999
4	11	5.540000
4	10	9.320000
4	7	39.590000
4	5	44.130001
4	15	48.750000
4	12	62.869999
4	2	99.169998
4	14	99.813004
4	8	100.370003
4	9	130.369995
4	1	138.662003
4	13	158.322006
4	6	172.139999
4	3	185.783997
5	12	21.180000
5	11	43.959999
5	4	44.009998
5	15	45.389999
5	10	51.639999
5	7	58.830002
5	14	61.189999
5	1	92.940002
5	2	103.570000
5	8	104.769997
5	9	114.610001
5	13	127.820000
5	6	148.789993
5	3	151.121002
6	9	48.680000
6	13	60.080002
6	3	92.599998
6	2	105.220001
6	8	109.180000
6	14	117.750000
6	15	122.610001
6	1	135.300003
6	7	140.100006
6	5	149.160004
6	12	158.740005
6	10	164.251007
6	4	169.610001
6	11	173.291000
7	15	26.200001
7	10	33.990002
7	4	39.459999
7	11	43.029999
7	5	58.639999
7	2	60.720001
7	8	61.919998
7	12	77.750000
7	9	96.370003
7	14	99.880997
7	1	137.360001
7	13	138.169998
7	6	139.570007
7	3	189.403000
8	2	5.940000
8	15	61.000000
8	7	61.849998
8	9	65.480003
8	10	94.330002
8	4	99.800003
8	11	103.370003
8	5	104.739998
8	6	108.680000
8	14	111.610001
8	12	119.841003
8	13	126.150002
8	1	154.929993
8	3	162.869995
9	6	48.779999
9	2	61.880001
9	8	65.839996
9	13	70.519997
9	15	83.019997
9	14	89.930000
9	7	96.760002
9	3	109.110001
9	5	115.059998
9	12	124.500000
9	10	124.921997
9	1	124.980003
9	4	130.281006
9	11	133.962006
10	4	9.300000
10	11	10.730000
10	7	33.980000
10	15	43.509998
10	5	51.470001
10	12	70.209999
10	2	93.559998
10	8	94.760002
10	14	102.932999
10	9	125.129997
10	1	141.781998
10	13	157.740005
10	6	166.889999
10	3	188.904007
11	4	5.560000
11	10	10.620000
11	7	42.869999
11	5	44.070000
11	15	52.400002
11	12	62.331001
11	14	102.282997
11	2	102.449997
11	8	103.650002
11	9	134.020004
11	1	141.132004
11	13	160.792007
11	6	175.671005
11	3	188.253998
12	5	21.230000
12	14	57.669998
12	11	62.200001
12	4	62.720001
12	15	64.820000
12	10	70.349998
12	7	78.010002
12	1	83.300003
12	2	118.900002
12	8	120.470001
12	9	124.849998
12	13	126.480003
12	3	144.751007
12	6	159.149994
13	3	39.849998
13	6	60.080002
13	9	69.660004
13	14	70.660004
13	1	77.269997
13	15	112.940002
13	2	122.160004
13	8	126.120003
13	12	126.589996
13	5	127.800003
13	7	138.250000
13	10	157.490997
13	4	159.369995
13	11	161.770004
14	1	43.389999
14	12	58.000000
14	5	61.369999
14	13	70.699997
14	15	73.861000
14	3	87.769997
14	9	90.269997
14	7	99.511002
14	4	100.142998
14	11	102.542999
14	10	103.422997
14	2	109.260002
14	8	112.339996
14	6	117.980003
15	7	27.030001
15	10	44.150002
15	5	45.139999
15	4	49.169998
15	11	52.919998
15	2	58.810001
15	8	60.009998
15	12	64.529999
15	14	74.170998
15	9	82.900002
15	1	111.650002
15	13	113.010002
15	6	122.669998
15	3	149.729996
0	9	44.639999
0	14	47.060001
0	15	51.759998
0	13	61.770000
0	2	68.199997
0	8	72.160004
0	5	75.370003
0	7	77.080002
0	6	78.820000
0	12	81.970001
0	1	87.019997
0	10	96.310997
0	3	97.400002
0	4	98.981003
0	11	99.850998
9	0	44.380001
14	0	47.070000
15	0	53.220001
13	0	61.820000
2	0	69.349998
8	0	73.239998
5	0	76.360001
7	0	78.379997
6	0	78.480003
12	0	82.209999
1	0	86.919998
10	0	96.779999
3	0	97.760002
4	0	101.180000
11	0	103.650002
;
param:	v:=
1	14	1	71
1	14	2	59
1	14	3	27
1	14	4	35
1	14	5	92
1	3	1	97
1	3	2	39
1	3	3	20
1	3	4	30
1	3	5	79
1	13	1	82
1	13	2	34
1	13	3	25
1	13	4	52
1	13	5	94
1	12	1	78
1	12	2	59
1	12	3	22
1	12	4	37
1	12	5	86
1	5	1	87
1	5	2	48
1	5	3	22
1	5	4	53
1	5	5	72
1	15	1	84
1	15	2	54
1	15	3	22
1	15	4	57
1	15	5	98
1	9	1	99
1	9	2	48
1	9	3	17
1	9	4	40
1	9	5	91
1	6	1	80
1	6	2	41
1	6	3	23
1	6	4	44
1	6	5	100
1	7	1	90
1	7	2	32
1	7	3	17
1	7	4	56
1	7	5	81
1	4	1	95
1	4	2	41
1	4	3	17
1	4	4	38
1	4	5	93
1	11	1	87
1	11	2	43
1	11	3	30
1	11	4	60
1	11	5	83
1	10	1	72
1	10	2	51
1	10	3	27
1	10	4	31
1	10	5	71
1	2	1	82
1	2	2	39
1	2	3	18
1	2	4	39
1	2	5	93
1	8	1	74
1	8	2	37
1	8	3	19
1	8	4	50
1	8	5	70
2	8	1	73
2	8	2	31
2	8	3	13
2	8	4	60
2	8	5	80
2	15	1	80
2	15	2	60
2	15	3	28
2	15	4	47
2	15	5	88
2	7	1	89
2	7	2	54
2	7	3	16
2	7	4	52
2	7	5	77
2	9	1	70
2	9	2	36
2	9	3	21
2	9	4	59
2	9	5	82
2	10	1	91
2	10	2	53
2	10	3	11
2	10	4	31
2	10	5	87
2	4	1	85
2	4	2	44
2	4	3	15
2	4	4	31
2	4	5	100
2	11	1	82
2	11	2	43
2	11	3	20
2	11	4	33
2	11	5	92
2	5	1	97
2	5	2	60
2	5	3	20
2	5	4	43
2	5	5	99
2	6	1	84
2	6	2	54
2	6	3	16
2	6	4	33
2	6	5	81
2	14	1	88
2	14	2	55
2	14	3	16
2	14	4	38
2	14	5	71
2	12	1	81
2	12	2	30
2	12	3	28
2	12	4	48
2	12	5	90
2	13	1	71
2	13	2	40
2	13	3	25
2	13	4	46
2	13	5	81
2	1	1	77
2	1	2	32
2	1	3	19
2	1	4	57
2	1	5	91
2	3	1	92
2	3	2	46
2	3	3	11
2	3	4	48
2	3	5	88
3	13	1	94
3	13	2	59
3	13	3	21
3	13	4	31
3	13	5	95
3	1	1	70
3	1	2	41
3	1	3	17
3	1	4	60
3	1	5	78
3	14	1	76
3	14	2	54
3	14	3	18
3	14	4	48
3	14	5	96
3	6	1	81
3	6	2	35
3	6	3	21
3	6	4	41
3	6	5	93
3	9	1	79
3	9	2	46
3	9	3	18
3	9	4	41
3	9	5	82
3	12	1	74
3	12	2	43
3	12	3	30
3	12	4	56
3	12	5	97
3	15	1	78
3	15	2	47
3	15	3	26
3	15	4	36
3	15	5	74
3	5	1	97
3	5	2	57
3	5	3	29
3	5	4	51
3	5	5	87
3	2	1	85
3	2	2	37
3	2	3	23
3	2	4	51
3	2	5	93
3	8	1	99
3	8	2	30
3	8	3	15
3	8	4	37
3	8	5	83
3	4	1	84
3	4	2	50
3	4	3	15
3	4	4	51
3	4	5	70
3	11	1	87
3	11	2	36
3	11	3	10
3	11	4	55
3	11	5	71
3	10	1	93
3	10	2	56
3	10	3	14
3	10	4	38
3	10	5	73
3	7	1	79
3	7	2	43
3	7	3	23
3	7	4	48
3	7	5	88
4	11	1	95
4	11	2	46
4	11	3	18
4	11	4	47
4	11	5	92
4	10	1	71
4	10	2	45
4	10	3	16
4	10	4	57
4	10	5	79
4	7	1	100
4	7	2	32
4	7	3	22
4	7	4	40
4	7	5	73
4	5	1	94
4	5	2	34
4	5	3	25
4	5	4	33
4	5	5	99
4	15	1	71
4	15	2	51
4	15	3	30
4	15	4	31
4	15	5	74
4	12	1	78
4	12	2	45
4	12	3	11
4	12	4	60
4	12	5	96
4	2	1	79
4	2	2	55
4	2	3	25
4	2	4	37
4	2	5	80
4	14	1	77
4	14	2	55
4	14	3	30
4	14	4	36
4	14	5	75
4	8	1	94
4	8	2	39
4	8	3	12
4	8	4	46
4	8	5	95
4	9	1	91
4	9	2	39
4	9	3	22
4	9	4	50
4	9	5	88
4	1	1	77
4	1	2	50
4	1	3	14
4	1	4	58
4	1	5	78
4	13	1	94
4	13	2	54
4	13	3	12
4	13	4	49
4	13	5	97
4	6	1	96
4	6	2	59
4	6	3	11
4	6	4	33
4	6	5	88
4	3	1	83
4	3	2	49
4	3	3	27
4	3	4	32
4	3	5	97
5	12	1	80
5	12	2	42
5	12	3	25
5	12	4	30
5	12	5	91
5	11	1	73
5	11	2	57
5	11	3	14
5	11	4	58
5	11	5	77
5	4	1	76
5	4	2	41
5	4	3	10
5	4	4	51
5	4	5	100
5	15	1	76
5	15	2	59
5	15	3	23
5	15	4	49
5	15	5	72
5	10	1	76
5	10	2	60
5	10	3	29
5	10	4	49
5	10	5	93
5	7	1	92
5	7	2	47
5	7	3	26
5	7	4	36
5	7	5	70
5	14	1	74
5	14	2	38
5	14	3	30
5	14	4	50
5	14	5	91
5	1	1	91
5	1	2	41
5	1	3	10
5	1	4	34
5	1	5	74
5	2	1	92
5	2	2	37
5	2	3	12
5	2	4	30
5	2	5	96
5	8	1	76
5	8	2	44
5	8	3	10
5	8	4	43
5	8	5	90
5	9	1	98
5	9	2	47
5	9	3	13
5	9	4	34
5	9	5	83
5	13	1	84
5	13	2	38
5	13	3	27
5	13	4	47
5	13	5	85
5	6	1	72
5	6	2	46
5	6	3	14
5	6	4	34
5	6	5	72
5	3	1	82
5	3	2	39
5	3	3	27
5	3	4	33
5	3	5	87
6	9	1	100
6	9	2	49
6	9	3	16
6	9	4	49
6	9	5	74
6	13	1	97
6	13	2	47
6	13	3	28
6	13	4	42
6	13	5	74
6	3	1	80
6	3	2	52
6	3	3	10
6	3	4	51
6	3	5	74
6	2	1	80
6	2	2	52
6	2	3	21
6	2	4	35
6	2	5	79
6	8	1	80
6	8	2	51
6	8	3	20
6	8	4	47
6	8	5	77
6	14	1	95
6	14	2	54
6	14	3	23
6	14	4	32
6	14	5	75
6	15	1	89
6	15	2	42
6	15	3	14
6	15	4	31
6	15	5	86
6	1	1	88
6	1	2	46
6	1	3	12
6	1	4	42
6	1	5	75
6	7	1	95
