param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	1218	14	76	395
2	444	5	54	377
3	933	10	79	408
4	1329	15	70	395
5	1779	20	20	360
6	1248	14	70	386
7	1203	13	50	370
8	357	4	59	374
9	2334	26	27	366
10	1302	14	39	359
11	882	10	59	373
12	789	9	82	392
13	2481	28	36	380
14	2379	26	70	419
15	2388	27	19	352
16	1707	19	26	377
17	501	6	77	408
18	1242	14	29	344
19	1662	18	17	340
20	627	7	89	429
21	1344	15	71	402
22	1803	20	19	366
23	351	4	44	361
24	765	8	28	369
25	402	4	62	388
26	882	10	62	375
27	1578	18	72	405
28	1311	15	78	395
29	921	10	50	382
30	2367	26	21	354
31	1170	13	77	405
32	1701	19	56	399
33	1917	21	83	428
34	1527	17	66	410
35	1560	17	65	395
36	384	4	22	344
37	1137	13	77	395
38	345	4	32	355
39	594	7	14	333
40	1728	19	87	429
41	375	4	86	392
42	1833	20	47	383
43	1875	21	54	384
44	828	9	54	394
45	2043	23	60	395
46	1956	22	59	404
47	1056	12	22	364
48	2073	23	26	381
49	1230	14	47	389
50	2421	27	67	399
51	1593	18	75	419
52	1062	12	63	377
53	1404	16	41	383
54	483	5	42	372
55	2220	25	51	402
56	2337	26	85	439
57	1758	20	36	383
58	837	9	58	385
59	1515	17	60	383
60	369	4	81	401
61	1662	18	86	431
62	1884	21	39	374
63	1509	17	68	402
64	2154	24	38	379
65	1011	11	19	341
66	1530	17	52	387
67	1608	18	47	395
68	1155	13	25	356
69	1146	13	54	374
70	1287	14	12	331
71	1746	19	67	393
72	408	5	56	375
73	2259	25	60	397
74	2310	26	10	355
75	2352	26	30	358
76	1014	11	10	331
77	882	10	12	347
78	516	6	80	412
79	2037	23	38	364
80	723	8	82	421
81	2157	24	75	408
82	1401	16	48	371
83	2331	26	88	436
84	750	8	32	362
85	2487	28	72	428
86	699	8	21	344
87	879	10	22	336
88	1374	15	67	416
89	531	6	23	343
90	1755	19	86	438
91	738	8	20	360
92	2295	25	26	374
93	1446	16	87	410
94	1584	18	34	360
95	2379	26	52	395
96	504	6	73	385
97	306	3	22	331
98	1242	14	16	346
99	714	8	49	384
100	834	9	71	384
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
4	15000	200	1.79961e-005	2.66374
5	10000	150	2.2384e-005	2.66374
6	15000	200	1.79961e-005	2.66374
7	10000	150	2.2384e-005	2.66374
8	15000	200	1.79961e-005	2.66374
9	10000	150	2.2384e-005	2.66374
10	15000	200	1.79961e-005	2.66374
11	10000	150	2.2384e-005	2.66374
12	15000	200	1.79961e-005	2.66374
13	10000	150	2.2384e-005	2.66374
14	15000	200	1.79961e-005	2.66374
15	10000	150	2.2384e-005	2.66374
16	15000	200	1.79961e-005	2.66374
17	10000	150	2.2384e-005	2.66374
18	15000	200	1.79961e-005	2.66374
19	10000	150	2.2384e-005	2.66374
20	15000	200	1.79961e-005	2.66374
;
param q_real:=20;
param	nth:=20;
param	nth1:=100;
param:	ARC:	D:=
1	47	11.070000
1	93	11.430000
1	70	13.530000
1	36	15.720000
1	5	17.459999
1	97	21.340000
1	74	21.530001
1	86	28.139999
1	52	30.510000
1	66	33.200001
1	14	33.869999
1	89	35.930000
1	71	36.060001
1	78	36.380001
1	48	36.459999
1	12	37.580002
1	28	38.200001
1	61	38.290001
1	55	38.740002
1	34	38.750000
2	30	18.590000
2	95	19.540001
2	65	19.750000
2	54	21.370001
2	76	22.860001
2	50	23.590000
2	56	24.400000
2	67	24.830000
2	98	24.980000
2	72	25.920000
2	51	26.940001
2	53	27.250000
2	33	28.320000
2	85	28.610001
2	31	31.010000
2	43	32.939999
2	87	33.099998
2	8	33.389999
2	16	34.380001
2	75	35.220001
3	26	6.420000
3	91	10.880000
3	90	17.980000
3	100	25.070000
3	84	26.340000
3	32	30.070000
3	96	33.270000
3	22	38.000000
3	6	39.209999
3	35	41.580002
3	82	42.299999
3	73	49.110001
3	23	49.400002
3	60	49.700001
3	38	50.009998
3	59	51.200001
3	77	55.169998
3	69	55.430000
3	57	57.389999
3	34	58.330002
4	14	8.070000
4	20	35.869999
4	1	40.889999
4	70	42.549999
4	86	46.290001
4	47	49.139999
4	93	52.320000
4	36	55.650002
4	52	56.480000
4	5	56.799999
4	74	59.000999
4	39	59.560001
4	97	60.091000
4	12	61.610001
4	66	68.169998
4	42	71.879997
4	25	73.830002
4	78	74.801003
4	71	75.280998
4	48	75.800003
5	36	6.440000
5	93	9.620000
5	1	17.490000
5	97	17.639999
5	48	20.040001
5	74	20.719999
5	71	21.260000
5	28	21.780001
5	89	21.969999
5	55	23.410000
5	61	23.490000
5	78	24.370001
5	9	25.690001
5	79	26.240000
5	70	26.860001
5	47	27.549999
5	45	27.799999
5	58	28.850000
5	52	30.180000
5	66	30.260000
6	22	8.390000
6	60	11.680000
6	84	20.540001
6	34	21.250000
6	100	22.020000
6	7	22.290001
6	90	22.440001
6	35	25.420000
6	17	27.540001
6	45	28.969999
6	32	30.180000
6	89	35.939999
6	57	36.849998
6	55	38.320000
6	26	38.689999
6	3	38.880001
6	20	39.529999
6	58	43.279999
6	91	46.110001
6	48	48.650002
7	45	7.060000
7	34	11.480000
7	89	14.220000
7	57	15.850000
7	55	16.600000
7	6	21.959999
7	60	22.250000
7	58	22.320000
7	35	22.820000
7	17	25.020000
7	48	26.930000
7	22	28.629999
7	28	29.330000
7	36	31.600000
7	5	32.230000
7	71	34.779999
7	27	34.919998
7	41	36.090000
7	93	36.410000
7	61	36.610001
8	29	4.600000
8	87	10.370000
8	65	14.560000
8	54	15.100000
8	98	15.950000
8	63	17.070000
8	11	21.250000
8	46	22.450001
8	83	22.809999
8	30	24.129999
8	81	24.879999
8	95	27.080000
8	49	28.660000
8	72	29.420000
8	43	32.430000
8	2	33.080002
8	33	33.480000
8	18	34.070000
8	25	36.080002
8	13	38.400002
9	79	2.990000
9	61	4.780000
9	71	5.260000
9	78	10.200000
9	41	11.520000
9	28	11.540000
9	85	13.680000
9	31	13.860000
9	48	14.300000
9	21	15.660000
9	94	16.530001
9	51	19.280001
9	76	19.360001
9	58	20.320000
9	66	22.600000
9	55	22.780001
9	50	23.209999
9	97	23.629999
9	67	24.709999
9	75	24.709999
10	19	17.969999
10	80	34.150002
10	92	38.700001
10	40	40.910000
10	64	44.500000
10	99	51.230000
10	37	52.099998
10	16	53.529999
10	62	53.790001
10	13	55.619999
10	56	55.860001
10	33	56.020000
10	15	56.360001
10	88	56.680000
10	75	59.020000
10	24	59.119999
10	53	59.450001
10	43	60.020000
10	44	61.689999
10	68	62.259998
11	46	6.580000
11	63	11.430000
11	49	12.270000
11	81	12.750000
11	18	17.549999
11	25	19.690001
11	72	20.760000
11	65	21.110001
11	8	21.610001
11	29	21.690001
11	30	21.750000
11	54	24.400000
11	98	27.719999
11	87	29.790001
11	39	35.830002
11	2	35.919998
11	95	38.849998
11	12	39.060001
11	83	43.410000
11	42	43.410000
12	52	8.820000
12	39	14.010000
12	42	14.650000
12	66	15.560000
12	86	16.110001
12	74	16.740000
12	25	20.150000
12	97	24.740000
12	18	26.490000
12	51	26.610001
12	49	27.059999
12	78	28.230000
12	70	29.650000
12	31	30.700001
12	46	32.810001
12	72	32.831001
12	30	33.311001
12	79	34.900002
12	81	35.310001
12	76	35.680000
13	99	5.870000
