param:	TIME:	Ts	Te:=
1	0   108
2	108   216
3	216   324
4	324   432
5	432   540
;
param:	NODE:	r	st	WS	WE:=
0	0	0	0	540
1	2010	22	40	384
2	1047	12	20	350
3	792	9	90	407
4	345	4	27	334
5	1971	22	20	361
6	1890	21	14	345
7	516	6	14	324
8	888	10	16	354
9	1644	18	12	331
10	480	5	79	410
11	2265	25	44	384
12	1821	20	58	403
13	2124	24	34	363
14	2268	25	79	433
15	1353	15	13	346
16	402	4	48	368
17	1308	15	64	398
18	372	4	80	389
19	1062	12	60	372
20	2439	27	39	395
21	930	10	18	344
22	402	4	32	367
23	711	8	10	346
24	2139	24	16	364
25	333	4	12	329
;
param: VEHICLE:	Ch	Lh	Ph	ch:=
1	10000	150	2.2384e-005	2.66374
2	15000	200	1.79961e-005	2.66374
3	10000	150	2.2384e-005	2.66374
4	15000	200	1.79961e-005	2.66374
5	10000	150	2.2384e-005	2.66374
;
param q_real:=5;
param	nth:=20;
param	nth1:=25;
param:	ARC:	D:=
1	5	4.970000
1	18	20.420000
1	7	25.219999
1	2	29.670000
1	8	31.660000
1	19	45.700001
1	6	46.040001
1	14	46.950001
1	12	53.560001
1	23	54.220001
1	13	57.880001
1	16	67.059998
1	9	70.690002
1	21	73.139999
1	4	73.541000
1	24	76.699997
1	20	76.861000
1	17	78.900002
1	25	82.820000
1	11	83.449997
2	7	26.150000
2	5	28.969999
2	18	29.240000
2	1	29.580000
2	13	30.209999
2	19	31.541000
2	14	33.099998
2	23	47.369999
2	4	47.799999
2	8	48.040001
2	6	66.309998
2	12	76.129997
2	20	80.440002
2	21	82.021004
2	9	82.029999
2	11	85.599998
2	24	86.151001
2	22	86.680000
2	16	88.800003
2	17	90.529999
3	11	6.050000
3	25	11.200000
3	20	13.570000
3	10	15.670000
3	22	18.959999
3	21	20.629999
3	24	21.209999
3	15	30.010000
3	9	34.180000
3	17	43.119999
3	16	55.360001
3	23	55.630001
3	6	66.291000
3	8	69.269997
3	19	69.589996
3	12	70.800003
3	18	70.970001
3	5	82.780998
3	1	87.541000
3	2	91.080002
4	19	32.680000
4	23	44.820000
4	2	47.770000
4	13	58.279999
4	18	62.830002
4	5	72.310997
4	7	72.940002
4	1	73.941002
4	14	75.610001
4	8	77.620003
4	22	84.330002
4	20	90.220001
4	11	92.519997
4	10	93.680000
4	6	95.889999
4	21	96.410004
4	3	98.110001
4	9	100.300003
4	24	101.279999
4	25	102.459999
5	1	4.950000
5	18	15.760000
5	7	24.969999
5	8	26.930000
5	2	29.049999
5	19	43.040001
5	6	45.200001
5	14	46.700001
5	23	50.860001
5	12	54.180000
5	13	57.259998
5	9	65.959999
5	16	67.680000
5	21	68.410004
5	4	71.931000
5	24	71.970001
5	20	72.130997
5	17	74.169998
5	25	78.089996
5	11	78.760002
6	12	12.270000
6	8	19.150000
6	16	23.670000
6	9	36.049999
6	17	36.119999
6	18	42.430000
6	5	45.049999
6	1	45.880001
6	21	48.201000
6	24	48.610001
6	15	51.889999
6	20	55.351002
6	25	57.800999
6	11	62.831001
6	23	63.549999
6	19	64.239998
6	7	65.510002
6	2	66.360001
6	3	66.611000
6	22	74.450996
7	5	25.700001
7	1	26.010000
7	2	26.240000
7	14	27.209999
7	18	36.290001
7	13	42.509998
7	8	51.560001
7	19	54.279999
7	6	66.120003
7	23	69.279999
7	4	73.010002
7	12	73.639999
7	16	87.139999
7	9	89.190002
7	21	91.639999
7	24	95.209999
7	20	95.260002
7	17	97.400002
7	11	100.879997
7	25	102.700996
8	6	19.340000
8	18	24.040001
8	5	26.660000
8	12	29.160000
8	1	31.420000
8	16	41.830002
8	19	45.849998
8	9	45.900002
8	2	47.970001
8	17	50.240002
8	23	50.299999
8	7	50.369999
8	21	51.160000
8	24	53.340000
8	20	58.310001
8	25	60.759998
8	15	62.119999
8	11	65.790001
8	3	69.570000
8	14	70.360001
9	17	9.800000
9	24	13.230000
9	21	15.450000
9	15	17.059999
9	16	21.450001
9	25	23.010000
9	20	29.809999
9	11	32.549999
9	3	34.110001
9	6	35.599998
9	12	36.980000
9	8	45.680000
9	10	46.930000
9	22	48.980000
9	18	58.770000
9	23	60.430000
9	5	65.809998
9	1	70.570000
9	19	70.580002
9	2	82.089996
10	22	11.320000
10	3	15.470000
10	11	16.950001
10	20	23.760000
10	25	25.990000
10	21	32.590000
10	24	36.000000
10	15	44.799999
10	9	47.240002
10	17	56.180000
10	23	59.820000
10	16	68.419998
10	19	73.779999
10	6	77.820999
10	18	79.300003
10	8	80.800003
10	12	83.199997
10	5	93.029999
10	4	93.449997
10	2	95.260002
11	3	6.050000
11	20	7.760000
11	25	13.140000
11	10	16.790001
11	21	18.040001
11	22	18.120001
11	24	21.719999
11	15	31.950001
11	9	32.689999
11	17	41.630001
11	23	50.040001
11	16	53.869999
11	6	62.191002
11	19	64.000000
11	18	65.160004
11	8	65.169998
11	12	68.070000
11	5	78.660004
11	1	83.120003
11	2	85.480003
12	6	12.230000
12	16	22.690001
12	8	29.150000
12	17	35.799999
12	9	37.410000
12	24	49.970001
12	21	51.240002
12	18	52.430000
12	15	53.009998
12	1	53.570000
12	5	54.560001
12	25	59.750000
12	20	60.669998
12	11	67.330002
12	3	70.430000
12	7	73.199997
12	23	73.629997
12	19	74.239998
12	2	76.360001
12	22	81.410004
13	14	18.650000
13	2	29.850000
13	7	43.099998
13	19	53.660999
13	18	56.939999
13	5	57.049999
13	1	57.660000
13	4	58.740002
13	23	70.051003
13	8	76.120003
13	6	94.389999
13	12	104.209999
13	20	107.051003
13	11	109.350998
13	21	109.721001
13	9	109.730003
13	22	110.231003
13	24	113.850998
13	3	114.941002
13	16	116.879997
14	13	18.360001
14	7	27.330000
14	2	33.330002
14	5	45.660000
14	1	45.970001
14	18	53.680000
14	19	63.841000
14	8	70.440002
14	4	75.620003
14	23	79.339996
14	6	87.919998
14	12	95.440002
14	21	107.541000
14	9	107.550003
14	16	109.230003
14	20	109.300003
14	24	111.670998
14	11	114.459999
14	17	115.940002
14	22	116.209999
15	24	13.050000
15	9	16.910000
15	25	18.490000
15	21	18.650000
15	17	21.350000
15	3	29.680000
15	20	30.629999
15	11	31.620001
15	16	34.169998
15	10	44.570000
15	22	47.040001
15	6	52.279999
15	12	52.840000
15	8	62.139999
15	23	71.379997
15	18	72.560997
15	5	81.989998
15	19	83.099998
15	1	86.750000
15	2	95.791000
16	17	17.520000
16	9	21.820000
16	12	22.750000
16	6	23.740000
16	24	34.380001
16	15	34.470001
16	21	36.599998
16	8	41.700001
16	25	44.160000
16	20	50.410000
16	11	53.700001
16	3	55.259998
16	18	64.980003
16	1	67.489998
16	5	67.599998
16	10	68.080002
16	22	70.129997
16	23	78.230003
16	19	83.000000
16	7	87.120003
17	9	10.210000
17	16	17.549999
17	15	21.690001
17	24	22.180000
17	21	24.400000
17	25	31.959999
17	12	35.830002
17	6	36.279999
17	20	38.849998
17	11	41.500000
17	3	43.060001
17	8	50.200001
17	10	55.880001
17	22	57.930000
17	18	67.279999
17	23	69.790001
17	5	74.320000
17	1	79.080002
17	19	79.190002
17	2	90.699997
18	5	15.700000
18	1	20.270000
18	8	24.280001
18	2	29.389999
18	19	30.549999
18	7	34.820000
18	23	36.919998
18	6	42.549999
18	12	52.369999
18	14	53.910000
18	13	57.080002
18	9	58.889999
18	21	58.901001
18	20	60.259998
18	4	62.820000
18	24	63.030998
18	16	65.040001
18	11	65.419998
18	17	67.099998
18	25	68.581001
19	23	20.879999
19	18	30.629999
19	2	31.010000
19	4	32.639999
19	5	42.639999
19	1	45.209999
19	8	45.820000
19	13	53.341000
19	7	55.130001
19	20	61.689999
19	14	63.130001
19	11	63.990002
19	6	64.089996
19	22	64.870003
19	21	67.150002
19	3	69.580002
19	9	70.709999
19	24	72.019997
19	10	73.739998
19	12	73.910004
20	11	7.760000
20	3	13.570000
20	25	13.740000
20	21	15.390000
20	24	19.070000
20	22	23.059999
20	10	23.680000
20	9	29.820000
20	15	31.080000
20	17	38.919998
20	23	47.750000
20	16	50.340000
20	6	55.601002
20	8	58.580002
20	18	60.000000
20	19	61.709999
20	12	61.720001
20	5	71.431000
20	1	76.191002
20	2	80.389999
21	24	7.190000
21	25	10.010000
21	20	15.080000
21	9	15.850000
21	11	17.730000
21	15	19.200001
21	3	20.320000
21	17	24.790001
21	10	32.110001
21	22	34.160000
21	16	37.029999
21	6	48.511002
21	8	51.490002
21	12	52.410000
21	23	54.490002
21	18	58.651001
21	19	66.910004
21	5	68.430000
21	1	73.190002
21	2	81.880997
22	10	11.320000
22	11	18.059999
22	3	19.129999
22	20	23.090000
22	25	28.660000
22	21	34.180000
22	24	37.810001
22	15	47.470001
22	9	48.830002
22	23	50.820000
22	17	57.770000
22	19	64.779999
22	16	70.010002
22	18	70.300003
22	6	74.401001
22	8	75.989998
22	12	82.440002
22	5	84.190002
22	4	85.050003
22	2	86.260002
23	19	20.879999
23	18	37.150002
23	4	44.580002
23	2	47.049999
23	20	47.730000
23	11	50.029999
23	22	50.150002
23	8	50.650002
23	5	51.040001
23	1	54.189999
23	21	54.590000
23	3	55.619999
23	10	59.779999
23	25	59.970001
23	9	60.299999
23	24	60.560001
23	6	63.889999
23	7	68.139999
23	17	69.510002
23	13	69.700996
24	21	7.090000
24	25	10.170000
24	15	13.160000
24	9	13.420000
24	20	19.070000
24	3	21.270000
24	11	21.719999
24	17	22.360001
24	16	34.599998
24	10	36.099998
24	22	38.150002
24	6	48.660000
24	12	50.040001
24	8	53.349998
24	23	60.320000
24	18	62.750999
24	5	71.949997
24	19	72.040001
24	1	76.709999
24	2	85.981003
25	24	10.060000
25	21	10.230000
25	3	11.360000
